wrs,date,datetime,ID,cloud_percent,selected_due_to_high_nodata_clouds,nodata_perc,EI_region,geometry,inside_val_regions,inside_hassi,inside_marcellus,inside_permian,ls_cloud_perc,ls_cloud_shadow_perc,ls_nodata_perc
017_032,2024-04-09,2024-04-09T15:58:22.643551+00:00,LC09_L1TP_017032_20240409_20240409_02_T1,96.38,False,4.78,USA,"POLYGON Z ((-80.417 41.289 6999.999999999999, -78.158 40.96 6999.999999999999, -78.691 39.369 6999.999999999999, -80.9 39.69 6999.999999999999, -80.417 41.289 6999.999999999999))",True,False,True,False,96.38468019109402,3.61531980890598,31.665610947622238
017_033,2022-02-07,2022-02-07T15:58:56.005937+00:00,LC08_L1TP_017033_20220207_20220212_02_T1,42.81,False,3.455,USA,"POLYGON Z ((-80.849 39.858 6999.999999999999, -78.637 39.536 6999.999999999999, -79.152 37.943 6999.999999999999, -81.317 38.258 6999.999999999999, -80.849 39.858 6999.999999999999))",True,False,True,False,49.13088568412979,9.731136915018451,32.2781033433851
017_033,2022-02-23,2022-02-23T15:58:50.416750+00:00,LC08_L1TP_017033_20220223_20220302_02_T1,81.83,True,3.779,USA,"POLYGON Z ((-80.849 39.858 6999.999999999999, -78.637 39.536 6999.999999999999, -79.152 37.943 6999.999999999999, -81.317 38.258 6999.999999999999, -80.849 39.858 6999.999999999999))",True,False,True,False,86.26033190225678,8.0174950390704,32.27393942213885
017_033,2023-03-30,2023-03-30T15:58:36.369269+00:00,LC08_L1TP_017033_20230330_20230405_02_T1,0.51,False,3.831,USA,"POLYGON Z ((-80.849 39.858 6999.999999999999, -78.637 39.536 6999.999999999999, -79.152 37.943 6999.999999999999, -81.317 38.258 6999.999999999999, -80.849 39.858 6999.999999999999))",True,False,True,False,1.0805612013734214,0.9812318237526727,32.18389801948552
017_033,2023-06-18,2023-06-18T15:58:16.792153+00:00,LC08_L1TP_017033_20230618_20230623_02_T1,4.01,False,3.473,USA,"POLYGON Z ((-80.849 39.858 6999.999999999999, -78.637 39.536 6999.999999999999, -79.152 37.943 6999.999999999999, -81.317 38.258 6999.999999999999, -80.849 39.858 6999.999999999999))",True,False,True,False,7.154795166253092,4.222436267633769,32.265095887596225
017_033,2023-08-21,2023-08-21T15:58:47.493822+00:00,LC08_L1TP_017033_20230821_20230826_02_T1,77.03,True,3.492,USA,"POLYGON Z ((-80.849 39.858 6999.999999999999, -78.637 39.536 6999.999999999999, -79.152 37.943 6999.999999999999, -81.317 38.258 6999.999999999999, -80.849 39.858 6999.999999999999))",True,False,True,False,80.13664959179106,6.927847338283915,32.17038063786901
017_033,2023-10-24,2023-10-24T15:59:00.042871+00:00,LC08_L1TP_017033_20231024_20231031_02_T1,0.01,False,3.813,USA,"POLYGON Z ((-80.849 39.858 6999.999999999999, -78.637 39.536 6999.999999999999, -79.152 37.943 6999.999999999999, -81.317 38.258 6999.999999999999, -80.849 39.858 6999.999999999999))",True,False,True,False,0.0169818081794765,0.012566981506384684,32.16995785414433
017_033,2024-04-01,2024-04-01T15:58:25.427071+00:00,LC08_L1TP_017033_20240401_20240410_02_T1,93.39,True,3.472,USA,"POLYGON Z ((-80.849 39.858 6999.999999999999, -78.637 39.536 6999.999999999999, -79.152 37.943 6999.999999999999, -81.317 38.258 6999.999999999999, -80.849 39.858 6999.999999999999))",True,False,True,False,93.39278247637237,6.60721752362763,32.18673384549655
017_034,2022-03-03,2022-03-03T15:59:13.820339+00:00,LC09_L1TP_017034_20220303_20230426_02_T1,24.85,False,3.561,USA,"POLYGON Z ((-81.267 38.426 6999.999999999999, -79.099 38.111 6999.999999999999, -79.599 36.516 6999.999999999999, -81.723 36.825 6999.999999999999, -81.267 38.426 6999.999999999999))",True,False,True,False,28.587767327356293,6.61545481933571,32.06254907314701
017_034,2022-08-18,2022-08-18T15:59:44.532205+00:00,LC08_L1TP_017034_20220818_20220823_02_T1,25.54,False,3.719,USA,"POLYGON Z ((-81.267 38.426 6999.999999999999, -79.099 38.111 6999.999999999999, -79.599 36.516 6999.999999999999, -81.723 36.825 6999.999999999999, -81.267 38.426 6999.999999999999))",True,False,True,False,37.333356768998186,16.752354754303433,32.5618123269167
017_034,2022-09-03,2022-09-03T15:59:44.534395+00:00,LC08_L1TP_017034_20220903_20220913_02_T1,77.54,True,4.05,USA,"POLYGON Z ((-81.267 38.426 6999.999999999999, -79.099 38.111 6999.999999999999, -79.599 36.516 6999.999999999999, -81.723 36.825 6999.999999999999, -81.267 38.426 6999.999999999999))",True,False,True,False,82.74300495912566,12.36498567240169,32.56104260138237
017_034,2022-10-21,2022-10-21T15:59:47.750769+00:00,LC08_L1TP_017034_20221021_20221101_02_T1,0.59,False,4.599,USA,"POLYGON Z ((-81.267 38.426 6999.999999999999, -79.099 38.111 6999.999999999999, -79.599 36.516 6999.999999999999, -81.723 36.825 6999.999999999999, -81.267 38.426 6999.999999999999))",True,False,True,False,0.8785325376127066,0.6535095838960899,32.550329617919715
