wrs,date,datetime,ID,cloud_percent,selected_due_to_high_nodata_clouds,nodata_perc,EI_region,geometry,inside_val_regions,inside_hassi,inside_marcellus,inside_permian,ls_cloud_perc,ls_cloud_shadow_perc,ls_nodata_perc
174_038,2022-05-26,2022-05-26T08:11:01.783726+00:00,LC08_L1TP_174038_20220526_20220602_02_T1,0.02,True,3.688,Middle East,"POLYGON Z ((34.589 32.686 6999.999999999999, 36.608 32.393 6999.999999999999, 36.16 30.792 6999.999999999999, 34.175 31.081 6999.999999999999, 34.589 32.686 6999.999999999999))",False,False,False,False,,,
174_038,2023-03-10,2023-03-10T08:11:04.987069+00:00,LC08_L1TP_174038_20230310_20230320_02_T1,0.36,False,3.688,Middle East,"POLYGON Z ((34.589 32.686 6999.999999999999, 36.608 32.393 6999.999999999999, 36.16 30.792 6999.999999999999, 34.175 31.081 6999.999999999999, 34.589 32.686 6999.999999999999))",False,False,False,False,,,
174_038,2023-04-11,2023-04-11T08:10:39.945236+00:00,LC08_L1GT_174038_20230411_20230421_02_T2,97.75,False,3.989,Middle East,"POLYGON Z ((34.589 32.686 6999.999999999999, 36.608 32.393 6999.999999999999, 36.16 30.792 6999.999999999999, 34.175 31.081 6999.999999999999, 34.589 32.686 6999.999999999999))",False,False,False,False,,,
174_038,2024-06-24,2024-06-24T08:10:08.550473+00:00,LC09_L1TP_174038_20240624_20240624_02_T1,1.63,False,3.687,Middle East,"POLYGON Z ((34.589 32.686 6999.999999999999, 36.608 32.393 6999.999999999999, 36.16 30.792 6999.999999999999, 34.175 31.081 6999.999999999999, 34.589 32.686 6999.999999999999))",False,False,False,False,,,
174_038,2024-12-01,2024-12-01T08:11:21.207137+00:00,LC09_L1TP_174038_20241201_20241201_02_T1,0.52,True,3.7,Middle East,"POLYGON Z ((34.589 32.686 6999.999999999999, 36.608 32.393 6999.999999999999, 36.16 30.792 6999.999999999999, 34.175 31.081 6999.999999999999, 34.589 32.686 6999.999999999999))",False,False,False,False,,,
174_043,2022-09-23,2022-09-23T08:13:26.354177+00:00,LC09_L1TP_174043_20220923_20230328_02_T1,0.0,False,3.688,Africa,"POLYGON Z ((32.807 25.491 6999.999999999999, 34.688 25.218 6999.999999999999, 34.286 23.611 6999.999999999999, 32.428 23.881 6999.999999999999, 32.807 25.491 6999.999999999999))",False,False,False,False,,,
174_043,2024-12-09,2024-12-09T08:13:07.912837+00:00,LC08_L1TP_174043_20241209_20241217_02_T1,0.01,False,3.976,Africa,"POLYGON Z ((32.807 25.491 6999.999999999999, 34.688 25.218 6999.999999999999, 34.286 23.611 6999.999999999999, 32.428 23.881 6999.999999999999, 32.807 25.491 6999.999999999999))",False,False,False,False,,,
174_053,2022-04-08,2022-04-08T08:16:52.504860+00:00,LC08_L1TP_174053_20220408_20220412_02_T1,5.28,False,3.722,Africa,"POLYGON Z ((29.579 11.054 6999.999999999999, 31.307 10.803 6999.999999999999, 30.952 9.189 6999.999999999999, 29.232 9.439 6999.999999999999, 29.579 11.054 6999.999999999999))",False,False,False,False,,,
174_053,2024-03-12,2024-03-12T08:16:55.551970+00:00,LC08_L1TP_174053_20240312_20240401_02_T1,1.03,False,4.07,Africa,"POLYGON Z ((29.579 11.054 6999.999999999999, 31.307 10.803 6999.999999999999, 30.952 9.189 6999.999999999999, 29.232 9.439 6999.999999999999, 29.579 11.054 6999.999999999999))",False,False,False,False,,,
174_053,2024-04-13,2024-04-13T08:16:38.176950+00:00,LC08_L1TP_174053_20240413_20240419_02_T1,0.04,True,3.686,Africa,"POLYGON Z ((29.579 11.054 6999.999999999999, 31.307 10.803 6999.999999999999, 30.952 9.189 6999.999999999999, 29.232 9.439 6999.999999999999, 29.579 11.054 6999.999999999999))",False,False,False,False,,,
