mgrs,date,datetime,ID,cloud_percent
40QDG,2023-11-01,2023-11-01T06:54:11.719000+00:00,S2B_40QDG_20231101_0_L1C,0.0831317746125593
40QDH,2023-07-19,2023-07-19T06:53:58.738000+00:00,S2A_40QDH_20230719_0_L1C,0.735405655588402
40QDH,2023-09-12,2023-09-12T06:53:58.002000+00:00,S2B_40QDH_20230912_0_L1C,0.0
40QDH,2023-11-06,2023-11-06T06:53:53.987000+00:00,S2A_40QDH_20231106_0_L1C,0.211771029293201
40QDJ,2023-08-08,2023-08-08T06:53:44.575000+00:00,S2A_40QDJ_20230808_0_L1C,0.0
40QDJ,2023-08-13,2023-08-13T06:53:45.739000+00:00,S2B_40QDJ_20230813_0_L1C,0.0
40QDL,2022-08-21,2022-08-21T07:03:07.587000+00:00,S2B_40QDL_20220821_0_L1C,0.0
40QDL,2022-10-15,2022-10-15T07:03:10.415000+00:00,S2A_40QDL_20221015_0_L1C,0.0
40QDL,2023-06-24,2023-06-24T06:53:15.039000+00:00,S2B_40QDL_20230624_0_L1C,3.41815388794619
40QDL,2023-11-29,2023-11-29T07:02:58.376000+00:00,S2A_40QDL_20231129_0_L1C,0.0
40QEH,2022-11-16,2022-11-16T06:53:51.064000+00:00,S2B_40QEH_20221116_0_L1C,0.0
40QEH,2023-03-01,2023-03-01T06:53:48.688000+00:00,S2A_40QEH_20230301_0_L1C,11.2709247812715
40QEH,2023-12-16,2023-12-16T06:53:47.347000+00:00,S2A_40QEH_20231216_0_L1C,0.0
40QEJ,2022-01-20,2022-01-20T06:53:32.152000+00:00,S2B_40QEJ_20220120_0_L1C,0.0
40QEJ,2022-12-16,2022-12-16T06:53:35.308000+00:00,S2B_40QEJ_20221216_0_L1C,0.0
40QEK,2022-12-21,2022-12-21T06:53:20.429000+00:00,S2A_40QEK_20221221_0_L1C,9.37012153244349
40QEL,2022-02-04,2022-02-04T06:53:07.730000+00:00,S2A_40QEL_20220204_0_L1C,0.0
40QEL,2022-09-22,2022-09-22T06:53:14.969000+00:00,S2A_40QEL_20220922_0_L1C,0.0
40QEL,2022-09-27,2022-09-27T06:53:08.186000+00:00,S2B_40QEL_20220927_0_L1C,0.0
40QEL,2023-05-05,2023-05-05T06:53:10.525000+00:00,S2B_40QEL_20230505_0_L1C,0.0
40QEL,2023-06-04,2023-06-04T06:53:12.163000+00:00,S2B_40QEL_20230604_0_L1C,0.0
40QFJ,2023-03-16,2023-03-16T06:53:37.309000+00:00,S2B_40QFJ_20230316_0_L1C,3.93779969858885
40QFJ,2023-07-04,2023-07-04T06:53:38.602000+00:00,S2B_40QFJ_20230704_0_L1C,34.4559074477649
40QFJ,2023-12-06,2023-12-06T06:53:26.830000+00:00,S2A_40QFJ_20231206_0_L1C,0.0397624685771156
40QFK,2022-03-16,2022-03-16T06:53:22.757000+00:00,S2A_40QFK_20220316_0_L1C,0.0
40QFL,2022-04-30,2022-04-30T06:52:58.016000+00:00,S2B_40QFL_20220430_0_L1C,1.56272208784974
40RCN,2023-10-10,2023-10-10T07:02:40.318000+00:00,S2A_40RCN_20231010_0_L1C,0.0
40RCR,2022-09-20,2022-09-20T07:01:59.265000+00:00,S2B_40RCR_20220920_0_L1C,0.0173035749123638
40RDR,2022-10-30,2022-10-30T07:01:53.025000+00:00,S2B_40RDR_20221030_0_L1C,7.74433396040491
40SBG,2023-02-28,2023-02-28T07:19:12.546000+00:00,S2A_40SBG_20230228_0_L1C,0.260503448893667
40SBG,2023-07-23,2023-07-23T07:19:21.081000+00:00,S2B_40SBG_20230723_1_L1C,2.6938099077309
40SBG,2023-10-21,2023-10-21T07:19:16.930000+00:00,S2B_40SBG_20231021_0_L1C,0.0
40SBJ,2022-07-13,2022-07-13T07:18:58.955000+00:00,S2A_40SBJ_20220713_0_L1C,0.0
40SBJ,2023-09-16,2023-09-16T07:18:49.973000+00:00,S2A_40SBJ_20230916_0_L1C,11.9140911941234
40SCH,2022-07-23,2022-07-23T07:19:07.554000+00:00,S2A_40SCH_20220723_0_L1C,13.0790110185434
40SCH,2022-12-10,2022-12-10T07:18:57.123000+00:00,S2A_40SCH_20221210_0_L1C,4.41685329511183
40SCJ,2022-04-24,2022-04-24T07:18:47.235000+00:00,S2A_40SCJ_20220424_0_L1C,0.00597211024515513
40SCJ,2022-06-18,2022-06-18T07:18:46.687000+00:00,S2B_40SCJ_20220618_0_L1C,0.0
40SDJ,2022-11-05,2022-11-05T07:18:36.175000+00:00,S2B_40SDJ_20221105_0_L1C,43.8965969156303
40SDJ,2023-01-26,2023-01-26T07:08:39.341000+00:00,S2A_40SDJ_20230126_0_L1C,9.04494012959479
40SEH,2022-03-02,2022-03-02T07:08:56.573000+00:00,S2A_40SEH_20220302_0_L1C,35.1227865866404
40SGF,2022-12-24,2022-12-24T06:59:17.126000+00:00,S2A_40SGF_20221224_0_L1C,23.5185583325868
40SGG,2022-02-02,2022-02-02T06:58:58.988000+00:00,S2B_40SGG_20220202_0_L1C,0.00516587536205918
40SGH,2023-09-15,2023-09-15T06:58:53.101000+00:00,S2B_40SGH_20230915_0_L1C,34.2563229717221
40SGJ,2022-04-03,2022-04-03T06:58:32.398000+00:00,S2B_40SGJ_20220403_0_L1C,11.2466182925737
40SGJ,2023-02-22,2023-02-22T06:58:33.198000+00:00,S2A_40SGJ_20230222_0_L1C,0.0
40SGJ,2023-12-04,2023-12-04T06:58:32.737000+00:00,S2B_40SGJ_20231204_0_L1C,0.606497655946729
40SGJ,2023-12-24,2023-12-24T06:58:36.985000+00:00,S2B_40SGJ_20231224_0_L1C,0.0
40TCQ,2022-05-02,2022-05-02T07:27:06.960000+00:00,S2B_40TCQ_20220502_0_L1C,27.794469825913
40TCQ,2023-09-01,2023-09-01T07:17:20.770000+00:00,S2B_40TCQ_20230901_0_L1C,0.0
40TCR,2022-09-04,2022-09-04T07:27:10.314000+00:00,S2A_40TCR_20220904_0_L1C,0.777150706202037
40TCS,2023-08-15,2023-08-15T07:26:49.833000+00:00,S2B_40TCS_20230815_0_L1C,6.71360745319359
40TCT,2023-11-03,2023-11-03T07:26:32.610000+00:00,S2B_40TCT_20231103_0_L1C,48.6041386723999
40TDM,2022-11-10,2022-11-10T07:17:58.972000+00:00,S2A_40TDM_20221110_0_L1C,3.01412404072979
40TDN,2022-11-10,2022-11-10T07:17:44.588000+00:00,S2A_40TDN_20221110_0_L1C,0.0
