mgrs,date,datetime,ID,cloud_percent,selected_due_to_high_nodata_clouds,nodata_perc,EI_region,geometry,OG_producing,overlapping_area,omni_nodata_perc,omni_cloud_perc,omni_cloud_shadow_perc
10SEJ,2017-10-12,2017-10-12T18:53:09.027000+00:00,S2B_MSIL2A_20171012T185309_N0212_R113_T10SEJ_20201019T211147,1.587989,False,0.484,USA,"POLYGON Z ((-123.0002334544 39.7502679266 0, -121.7187196513 39.7431961917 0, -121.7365967808 38.7540360478 0, -123.000230196 38.7608644567 0, -123.0002334544 39.7502679266 0))",True,4390765.733839454,0.0,0.6756845531368509,0.0010418014538770607
10SEJ,2020-07-21,2020-07-21T18:59:19.024000+00:00,S2B_MSIL2A_20200721T185919_N0212_R013_T10SEJ_20200817T012938,0.391684,False,44.037,USA,"POLYGON Z ((-123.0002334544 39.7502679266 0, -121.7187196513 39.7431961917 0, -121.7365967808 38.7540360478 0, -123.000230196 38.7608644567 0, -123.0002334544 39.7502679266 0))",True,4390765.733839454,65.77536239096752,0.09583784926139129,0.06388543664096384
10SEJ,2020-10-14,2020-10-14T19:03:51.024000+00:00,S2A_MSIL2A_20201014T190351_N0212_R013_T10SEJ_20201019T004544,0.057467,True,30.53,USA,"POLYGON Z ((-123.0002334544 39.7502679266 0, -121.7187196513 39.7431961917 0, -121.7365967808 38.7540360478 0, -123.000230196 38.7608644567 0, -123.0002334544 39.7502679266 0))",True,4390765.733839454,25.525960431451786,0.0,0.0
10SEJ,2023-06-21,2023-06-21T18:59:21.024000+00:00,S2A_MSIL2A_20230621T185921_N0509_R013_T10SEJ_20230622T135432,0.071753,False,30.491,USA,"POLYGON Z ((-123.0002334544 39.7502679266 0, -121.7187196513 39.7431961917 0, -121.7365967808 38.7540360478 0, -123.000230196 38.7608644567 0, -123.0002334544 39.7502679266 0))",True,4390765.733839454,25.753895972475206,0.08160748239888997,0.0533920819024169
10SEJ,2024-05-31,2024-05-31T18:59:19.024000+00:00,S2B_MSIL2A_20240531T185919_N0510_R013_T10SEJ_20240531T231806,0.001589,False,30.023,USA,"POLYGON Z ((-123.0002334544 39.7502679266 0, -121.7187196513 39.7431961917 0, -121.7365967808 38.7540360478 0, -123.000230196 38.7608644567 0, -123.0002334544 39.7502679266 0))",True,4390765.733839454,25.386246230105407,0.0,0.0
10SGD,2018-02-26,2018-02-26T18:43:19.027000+00:00,S2B_MSIL2A_20180226T184319_N0212_R070_T10SGD_20201104T161914,36.277302,False,0.0,USA,"POLYGON Z ((-120.8028975672 35.2231329166 0, -119.598005186 35.1952508288 0, -119.6382696659 34.2068165369 0, -120.8289365255 34.2336950624 0, -120.8028975672 35.2231329166 0))",True,219973210.2487864,0.0,47.10213635654825,2.974273476199482
10SGD,2020-01-27,2020-01-27T18:46:29.024000+00:00,S2B_MSIL2A_20200127T184629_N0212_R070_T10SGD_20201002T130641,8.172437,False,0.001,USA,"POLYGON Z ((-120.8028975672 35.2231329166 0, -119.598005186 35.1952508288 0, -119.6382696659 34.2068165369 0, -120.8289365255 34.2336950624 0, -120.8028975672 35.2231329166 0))",True,219973210.2487864,0.0,7.529775946330636,0.16197690120470734
10SGD,2021-04-01,2021-04-01T18:39:19.024000+00:00,S2B_MSIL2A_20210401T183919_N0212_R070_T10SGD_20210402T182652,7.323443,True,0.001,USA,"POLYGON Z ((-120.8028975672 35.2231329166 0, -119.598005186 35.1952508288 0, -119.6382696659 34.2068165369 0, -120.8289365255 34.2336950624 0, -120.8028975672 35.2231329166 0))",True,219973210.2487864,0.0,8.402702711669836,0.6847654785485118
10SGD,2022-07-05,2022-07-05T18:39:29.024000+00:00,S2B_MSIL2A_20220705T183929_N0400_R070_T10SGD_20220707T084639,9.200635,False,0.001,USA,"POLYGON Z ((-120.8028975672 35.2231329166 0, -119.598005186 35.1952508288 0, -119.6382696659 34.2068165369 0, -120.8289365255 34.2336950624 0, -120.8028975672 35.2231329166 0))",True,219973210.2487864,0.0,18.734914615412688,0.8672997103526531
10SGD,2024-02-10,2024-02-10T18:45:21.024000+00:00,S2A_MSIL2A_20240210T184521_N0510_R070_T10SGD_20240210T230835,2.594256,False,0.0,USA,"POLYGON Z ((-120.8028975672 35.2231329166 0, -119.598005186 35.1952508288 0, -119.6382696659 34.2068165369 0, -120.8289365255 34.2336950624 0, -120.8028975672 35.2231329166 0))",True,219973210.2487864,0.0,3.8956506448220147,1.3524805823471058
10SGD,2025-01-30,2025-01-30T18:45:29.024000+00:00,S2B_MSIL2A_20250130T184529_N0511_R070_T10SGD_20250130T234441,68.894869,True,0.0,USA,"POLYGON Z ((-120.8028975672 35.2231329166 0, -119.598005186 35.1952508288 0, -119.6382696659 34.2068165369 0, -120.8289365255 34.2336950624 0, -120.8028975672 35.2231329166 0))",True,219973210.2487864,0.0,73.32501219305841,3.609735866835213
10SGE,2016-12-28,2016-12-28T18:54:22.026000+00:00,S2A_MSIL2A_20161228T185422_N0212_R070_T10SGE_20210215T115203,0.14556,False,0.0,USA,"POLYGON Z ((-120.7780477118 36.124284255 0, -119.5595812636 36.0954669932 0, -119.6016716521 35.1072181615 0, -120.8052687156 35.1350099022 0, -120.7780477118 36.124284255 0))",True,144100550.64951205,24.81162968935073,0.0002294605250674592,9.707945291315582e-05
10SGE,2017-04-27,2017-04-27T18:39:21.026000+00:00,S2A_MSIL2A_20170427T183921_N0212_R070_T10SGE_20210209T111120,78.214191,True,28.539,USA,"POLYGON Z ((-120.7780477118 36.124284255 0, -119.5595812636 36.0954669932 0, -119.6016716521 35.1072181615 0, -120.8052687156 35.1350099022 0, -120.7780477118 36.124284255 0))",True,144100550.64951205,0.0,46.29969044561896,0.4894243881075378
10SGE,2020-08-19,2020-08-19T18:39:21.024000+00:00,S2A_MSIL2A_20200819T183921_N0212_R070_T10SGE_20200908T073131,4.609079,False,0.0,USA,"POLYGON Z ((-120.7780477118 36.124284255 0, -119.5595812636 36.0954669932 0, -119.6016716521 35.1072181615 0, -120.8052687156 35.1350099022 0, -120.7780477118 36.124284255 0))",True,144100550.64951205,0.0,71.19496617463113,0.4983560107630698
10SGE,2021-08-24,2021-08-24T18:39:21.024000+00:00,S2A_MSIL2A_20210824T183921_N0300_R070_T10SGE_20210825T090724,0.177151,True,36.566,USA,"POLYGON Z ((-120.7780477118 36.124284255 0, -119.5595812636 36.0954669932 0, -119.6016716521 35.1072181615 0, -120.8052687156 35.1350099022 0, -120.7780477118 36.124284255 0))",True,144100550.64951205,41.79886596262123,9.095661354427234,0.18754546263000316
10SGE,2022-02-05,2022-02-05T18:45:39.024000+00:00,S2B_MSIL2A_20220205T184539_N0400_R070_T10SGE_20220219T053457,87.526435,False,0.0,USA,"POLYGON Z ((-120.7780477118 36.124284255 0, -119.5595812636 36.0954669932 0, -119.6016716521 35.1072181615 0, -120.8052687156 35.1350099022 0, -120.7780477118 36.124284255 0))",True,144100550.64951205,0.0,58.45900975776457,0.11012571292066052
10SGE,2022-03-07,2022-03-07T18:42:29.024000+00:00,S2B_MSIL2A_20220307T184229_N0510_R070_T10SGE_20240531T040221,0.436953,True,0.0,USA,"POLYGON Z ((-120.7780477118 36.124284255 0, -119.5595812636 36.0954669932 0, -119.6016716521 35.1072181615 0, -120.8052687156 35.1350099022 0, -120.7780477118 36.124284255 0))",True,144100550.64951205,0.0,3.3178390250861808e-06,0.0
10SGE,2024-04-10,2024-04-10T18:39:21.024000+00:00,S2A_MSIL2A_20240410T183921_N0510_R070_T10SGE_20240411T021531,13.081822,False,0.0,USA,"POLYGON Z ((-120.7780477118 36.124284255 0, -119.5595812636 36.0954669932 0, -119.6016716521 35.1072181615 0, -120.8052687156 35.1350099022 0, -120.7780477118 36.124284255 0))",True,144100550.64951205,0.0,0.03432968039256672,0.0
