mgrs,date,datetime,ID,cloud_percent,selected_due_to_high_nodata_clouds,nodata_perc,EI_region,geometry,OG_producing,overlapping_area,omni_nodata_perc,omni_cloud_perc,omni_cloud_shadow_perc
12TVM,2019-09-20,2019-09-20T18:10:29.024000+00:00,S2B_MSIL2A_20190920T181029_N0212_R084_T12TVM_20201004T153001,95.324673,True,2.697,USA,"POLYGON Z ((-112.216483315 42.4462357017 0, -110.8813058264 42.4526297453 0, -110.8831268968 41.4636925165 0, -112.1978247953 41.4575152058 0, -112.216483315 42.4462357017 0))",True,11670519.786156055,71.96757807704685,66.36882471298378,1.4263108060125458
12TVM,2020-01-16,2020-01-16T18:27:11.024000+00:00,S2A_MSIL2A_20200116T182711_N0212_R127_T12TVM_20201002T192340,89.683114,False,13.151,USA,"POLYGON Z ((-112.216483315 42.4462357017 0, -110.8813058264 42.4526297453 0, -110.8831268968 41.4636925165 0, -112.1978247953 41.4575152058 0, -112.216483315 42.4462357017 0))",True,11670519.786156055,8.199043798792971,35.491331422644194,0.07199780258702008
12TVM,2021-03-16,2021-03-16T18:20:19.024000+00:00,S2B_MSIL2A_20210316T182019_N0212_R127_T12TVM_20210318T073240,35.622067,True,14.023,USA,"POLYGON Z ((-112.216483315 42.4462357017 0, -110.8813058264 42.4526297453 0, -110.8831268968 41.4636925165 0, -112.1978247953 41.4575152058 0, -112.216483315 42.4462357017 0))",True,11670519.786156055,8.802625074236648,40.56102562012997,6.4226371904079675
12TVM,2023-01-07,2023-01-07T18:17:31.024000+00:00,S2A_MSIL2A_20230107T181731_N0400_R084_T12TVM_20230108T091038,15.702328,False,2.981,USA,"POLYGON Z ((-112.216483315 42.4462357017 0, -110.8813058264 42.4526297453 0, -110.8831268968 41.4636925165 0, -112.1978247953 41.4575152058 0, -112.216483315 42.4462357017 0))",True,11670519.786156055,1.0265393943616643,36.21366578725944,2.054272946997556
12TVM,2023-12-23,2023-12-23T18:17:51.024000+00:00,S2A_MSIL2A_20231223T181751_N0510_R084_T12TVM_20231223T231703,53.183216,True,2.799,USA,"POLYGON Z ((-112.216483315 42.4462357017 0, -110.8813058264 42.4526297453 0, -110.8831268968 41.4636925165 0, -112.1978247953 41.4575152058 0, -112.216483315 42.4462357017 0))",True,11670519.786156055,1.1240838616991982,51.8086861982531,10.061212094774389
12TVM,2024-07-05,2024-07-05T18:09:19.024000+00:00,S2B_MSIL2A_20240705T180919_N0510_R084_T12TVM_20240706T043035,0.009466,False,2.778,USA,"POLYGON Z ((-112.216483315 42.4462357017 0, -110.8813058264 42.4526297453 0, -110.8831268968 41.4636925165 0, -112.1978247953 41.4575152058 0, -112.216483315 42.4462357017 0))",True,11670519.786156055,72.76850441770266,0.054693211170134995,0.039865490520980554
12TWK,2016-07-29,2016-07-29T17:59:22.026000+00:00,S2A_MSIL2A_20160729T175922_N0212_R041_T12TWK_20210212T091252,2.925909,False,58.207,USA,"POLYGON Z ((-111.0002365639 40.6508565153 0, -109.7016593384 40.6435572136 0, -109.7203579214 39.6545573065 0, -111.0002331558 39.6616069575 0, -111.0002365639 40.6508565153 0))",True,3397093359.1034045,53.86360363767871,3.646671877054035,1.4250922437046027
12TWK,2019-04-08,2019-04-08T18:09:21.024000+00:00,S2A_MSIL2A_20190408T180921_N0212_R084_T12TWK_20201006T233938,26.692774,False,58.403,USA,"POLYGON Z ((-111.0002365639 40.6508565153 0, -109.7016593384 40.6435572136 0, -109.7203579214 39.6545573065 0, -111.0002331558 39.6616069575 0, -111.0002365639 40.6508565153 0))",True,3397093359.1034045,0.0,12.97419384806288,0.371010713302212
12TWK,2021-07-23,2021-07-23T17:59:21.024000+00:00,S2A_MSIL2A_20210723T175921_N0300_R041_T12TWK_20210724T060421,5.529476,True,0.0,USA,"POLYGON Z ((-111.0002365639 40.6508565153 0, -109.7016593384 40.6435572136 0, -109.7203579214 39.6545573065 0, -111.0002331558 39.6616069575 0, -111.0002365639 40.6508565153 0))",True,3397093359.1034045,54.02128725518495,9.335345644366479,1.6256783972902353
12TWK,2023-09-01,2023-09-01T17:59:21.024000+00:00,S2A_MSIL2A_20230901T175921_N0509_R041_T12TWK_20230902T041516,96.182418,False,57.417,USA,"POLYGON Z ((-111.0002365639 40.6508565153 0, -109.7016593384 40.6435572136 0, -109.7203579214 39.6545573065 0, -111.0002331558 39.6616069575 0, -111.0002365639 40.6508565153 0))",True,3397093359.1034045,53.390048473628156,85.71507584626337,3.4784528162367994
12TWK,2023-10-09,2023-10-09T18:12:49.024000+00:00,S2B_MSIL2A_20231009T181249_N0509_R084_T12TWK_20231009T231810,0.000299,True,0.0,USA,"POLYGON Z ((-111.0002365639 40.6508565153 0, -109.7016593384 40.6435572136 0, -109.7203579214 39.6545573065 0, -111.0002331558 39.6616069575 0, -111.0002365639 40.6508565153 0))",True,3397093359.1034045,0.0,0.0,0.0
12TWK,2024-02-01,2024-02-01T18:16:01.024000+00:00,S2A_MSIL2A_20240201T181601_N0510_R084_T12TWK_20240201T233722,94.285667,False,0.0,USA,"POLYGON Z ((-111.0002365639 40.6508565153 0, -109.7016593384 40.6435572136 0, -109.7203579214 39.6545573065 0, -111.0002331558 39.6616069575 0, -111.0002365639 40.6508565153 0))",True,3397093359.1034045,0.0,92.31027103426996,4.033447135211894
12TWK,2025-01-31,2025-01-31T18:15:09.024000+00:00,S2B_MSIL2A_20250131T181509_N0511_R084_T12TWK_20250131T220554,9.961301,True,0.0,USA,"POLYGON Z ((-111.0002365639 40.6508565153 0, -109.7016593384 40.6435572136 0, -109.7203579214 39.6545573065 0, -111.0002331558 39.6616069575 0, -111.0002365639 40.6508565153 0))",True,3397093359.1034045,0.0,17.818729864864416,0.009445887704420357
12TWM,2018-05-18,2018-05-18T18:09:19.027000+00:00,S2B_MSIL2A_20180518T180919_N0212_R084_T12TWM_20201012T113031,73.832932,False,0.0,USA,"POLYGON Z ((-111.000243226 42.4526911987 0, -109.6651084331 42.4449177239 0, -109.6855818807 41.4562418971 0, -111.0002394943 41.4637518867 0, -111.000243226 42.4526911987 0))",True,1476186437.2743433,0.0,71.84990428034412,6.940915922641265
12TWM,2020-04-02,2020-04-02T18:09:11.024000+00:00,S2A_MSIL2A_20200402T180911_N0212_R084_T12TWM_20200924T165802,49.203792,False,0.0,USA,"POLYGON Z ((-111.000243226 42.4526911987 0, -109.6651084331 42.4449177239 0, -109.6855818807 41.4562418971 0, -111.0002394943 41.4637518867 0, -111.000243226 42.4526911987 0))",True,1476186437.2743433,0.0,48.79749237726484,9.11804539467354
12TWM,2021-05-17,2021-05-17T18:09:21.024000+00:00,S2A_MSIL2A_20210517T180921_N0212_R084_T12TWM_20210518T233213,11.211569,True,0.0,USA,"POLYGON Z ((-111.000243226 42.4526911987 0, -109.6651084331 42.4449177239 0, -109.6855818807 41.4562418971 0, -111.0002394943 41.4637518867 0, -111.000243226 42.4526911987 0))",True,1476186437.2743433,0.0,14.471086691815886,1.7075557148118288
12TWM,2023-03-28,2023-03-28T18:09:41.024000+00:00,S2A_MSIL2A_20230328T180941_N0509_R084_T12TWM_20230329T013728,16.359305,False,0.0,USA,"POLYGON Z ((-111.000243226 42.4526911987 0, -109.6651084331 42.4449177239 0, -109.6855818807 41.4562418971 0, -111.0002394943 41.4637518867 0, -111.000243226 42.4526911987 0))",True,1476186437.2743433,0.0,13.027259365430108,1.3373943683000389
12TWM,2023-11-18,2023-11-18T18:16:29.024000+00:00,S2B_MSIL2A_20231118T181629_N0509_R084_T12TWM_20231118T220830,72.933984,True,0.0,USA,"POLYGON Z ((-111.000243226 42.4526911987 0, -109.6651084331 42.4449177239 0, -109.6855818807 41.4562418971 0, -111.0002394943 41.4637518867 0, -111.000243226 42.4526911987 0))",True,1476186437.2743433,0.0,80.80482480151028,3.5043812064326265
12TWM,2025-01-31,2025-01-31T18:15:09.024000+00:00,S2B_MSIL2A_20250131T181509_N0511_R084_T12TWM_20250131T220554,20.6266,False,0.0,USA,"POLYGON Z ((-111.000243226 42.4526911987 0, -109.6651084331 42.4449177239 0, -109.6855818807 41.4562418971 0, -111.0002394943 41.4637518867 0, -111.000243226 42.4526911987 0))",True,1476186437.2743433,0.0,60.32587151336592,3.891908122401717
12TWN,2016-10-10,2016-10-10T18:12:52.026000+00:00,S2A_MSIL2A_20161010T181252_N0212_R084_T12TWN_20210213T092535,13.452978,False,0.0,USA,"POLYGON Z ((-111.0002467905 43.3528553919 0, -109.64555267 43.344834816 0, -109.6669853912 42.3563223896 0, -111.0002428839 42.36407192 0, -111.0002467905 43.3528553919 0))",True,566534581.8846475,0.0,21.280377304653932,0.3848195593246207
12TWN,2016-12-09,2016-12-09T18:17:42.026000+00:00,S2A_MSIL2A_20161209T181742_N0212_R084_T12TWN_20210213T192428,78.314474,True,0.0,USA,"POLYGON Z ((-111.0002467905 43.3528553919 0, -109.64555267 43.344834816 0, -109.6669853912 42.3563223896 0, -111.0002428839 42.36407192 0, -111.0002467905 43.3528553919 0))",True,566534581.8846475,0.0,84.16023171787751,6.376106914044744
12TWN,2018-01-28,2018-01-28T18:16:09.027000+00:00,S2B_MSIL2A_20180128T181609_N0212_R084_T12TWN_20201014T094021,91.175982,False,0.0,USA,"POLYGON Z ((-111.0002467905 43.3528553919 0, -109.64555267 43.344834816 0, -109.6669853912 42.3563223896 0, -111.0002428839 42.36407192 0, -111.0002467905 43.3528553919 0))",True,566534581.8846475,0.0,49.05321482012336,5.443634891722324
12TWN,2019-03-19,2019-03-19T18:10:51.024000+00:00,S2A_MSIL2A_20190319T181051_N0212_R084_T12TWN_20201007T081443,12.685937,True,0.0,USA,"POLYGON Z ((-111.0002467905 43.3528553919 0, -109.64555267 43.344834816 0, -109.6669853912 42.3563223896 0, -111.0002428839 42.36407192 0, -111.0002467905 43.3528553919 0))",True,566534581.8846475,0.0,0.01557725422277962,0.010029827372835524
12TWN,2020-12-28,2020-12-28T18:17:51.024000+00:00,S2A_MSIL2A_20201228T181751_N0212_R084_T12TWN_20210513T203656,61.706843,False,0.0,USA,"POLYGON Z ((-111.0002467905 43.3528553919 0, -109.64555267 43.344834816 0, -109.6669853912 42.3563223896 0, -111.0002428839 42.36407192 0, -111.0002467905 43.3528553919 0))",True,566534581.8846475,0.0,15.238605711328098,0.0
12TWN,2022-10-19,2022-10-19T18:13:51.024000+00:00,S2A_MSIL2A_20221019T181351_N0400_R084_T12TWN_20221020T062925,0.000431,False,0.0,USA,"POLYGON Z ((-111.0002467905 43.3528553919 0, -109.64555267 43.344834816 0, -109.6669853912 42.3563223896 0, -111.0002428839 42.36407192 0, -111.0002467905 43.3528553919 0))",True,566534581.8846475,0.0,1.3504301578296025,0.0
12TWN,2023-09-29,2023-09-29T18:10:39.024000+00:00,S2B_MSIL2A_20230929T181039_N0509_R084_T12TWN_20230929T231854,10.836324,False,0.0,USA,"POLYGON Z ((-111.0002467905 43.3528553919 0, -109.64555267 43.344834816 0, -109.6669853912 42.3563223896 0, -111.0002428839 42.36407192 0, -111.0002467905 43.3528553919 0))",True,566534581.8846475,0.0,30.13437911619404,3.3204800249501494
12TXK,2016-08-11,2016-08-11T18:09:22.026000+00:00,S2A_MSIL2A_20160811T180922_N0212_R084_T12TXK_20210212T132411,2.245667,False,52.749,USA,"POLYGON Z ((-109.8173003773 40.6447996495 0, -108.51955068 40.6242099087 0, -108.5552421779 39.6358714699 0, -109.8343344799 39.6557572523 0, -109.8173003773 40.6447996495 0))",True,2929615307.225573,48.0288718351963,4.503697934455428,3.3788427715516005
12TXK,2017-02-04,2017-02-04T18:05:21.026000+00:00,S2A_MSIL2A_20170204T180521_N0212_R041_T12TXK_20210208T061905,17.618897,True,0.0,USA,"POLYGON Z ((-109.8173003773 40.6447996495 0, -108.51955068 40.6242099087 0, -108.5552421779 39.6358714699 0, -109.8343344799 39.6557572523 0, -109.8173003773 40.6447996495 0))",True,2929615307.225573,0.0,34.230370834867834,10.183051814692055
12TXK,2021-01-07,2021-01-07T18:17:41.024000+00:00,S2A_MSIL2A_20210107T181741_N0212_R084_T12TXK_20210121T111029,4.303466,False,53.09,USA,"POLYGON Z ((-109.8173003773 40.6447996495 0, -108.51955068 40.6242099087 0, -108.5552421779 39.6358714699 0, -109.8343344799 39.6557572523 0, -109.8173003773 40.6447996495 0))",True,2929615307.225573,48.333880776772475,0.04018694829638934,0.012438817329834796
12TXK,2021-01-24,2021-01-24T18:06:31.024000+00:00,S2A_MSIL2A_20210124T180631_N0212_R041_T12TXK_20210125T044911,30.848651,True,0.0,USA,"POLYGON Z ((-109.8173003773 40.6447996495 0, -108.51955068 40.6242099087 0, -108.5552421779 39.6358714699 0, -109.8343344799 39.6557572523 0, -109.8173003773 40.6447996495 0))",True,2929615307.225573,0.0,39.36134253038311,2.984528916626023
12TXK,2022-03-08,2022-03-08T18:11:09.024000+00:00,S2B_MSIL2A_20220308T181109_N0400_R084_T12TXK_20220309T075236,13.101518,False,52.647,USA,"POLYGON Z ((-109.8173003773 40.6447996495 0, -108.51955068 40.6242099087 0, -108.5552421779 39.6358714699 0, -109.8343344799 39.6557572523 0, -109.8173003773 40.6447996495 0))",True,2929615307.225573,48.22794217670147,14.480468336948825,0.9010359423614872
12TXK,2025-01-31,2025-01-31T18:15:09.024000+00:00,S2B_MSIL2A_20250131T181509_N0511_R084_T12TXK_20250131T220554,0.060253,False,52.539,USA,"POLYGON Z ((-109.8173003773 40.6447996495 0, -108.51955068 40.6242099087 0, -108.5552421779 39.6358714699 0, -109.8343344799 39.6557572523 0, -109.8173003773 40.6447996495 0))",True,2929615307.225573,48.108300901456865,0.0036124834640967095,0.006195568985326924
12TXL,2018-10-05,2018-10-05T18:12:09.024000+00:00,S2B_MSIL2A_20181005T181209_N0212_R084_T12TXL_20201009T083338,51.641655,False,33.32,USA,"POLYGON Z ((-109.8010303852 41.5455937685 0, -108.4854616094 41.5243446964 0, -108.5228018784 40.536185528 0, -109.8188520715 40.5567117422 0, -109.8010303852 41.5455937685 0))",True,233431590.6107392,73.39716192049794,31.94235508015468,12.937069303759658
12TXL,2020-01-03,2020-01-03T18:17:41.024000+00:00,S2A_MSIL2A_20200103T181741_N0212_R084_T12TXL_20201002T222241,75.428689,False,28.591,USA,"POLYGON Z ((-109.8010303852 41.5455937685 0, -108.4854616094 41.5243446964 0, -108.5228018784 40.536185528 0, -109.8188520715 40.5567117422 0, -109.8010303852 41.5455937685 0))",True,233431590.6107392,23.842223483001053,70.31744316793173,6.143304683317047
12TXL,2020-03-10,2020-03-10T18:01:41.024000+00:00,S2A_MSIL2A_20200310T180141_N0212_R041_T12TXL_20201027T095000,33.159835,True,0.0,USA,"POLYGON Z ((-109.8010303852 41.5455937685 0, -108.4854616094 41.5243446964 0, -108.5228018784 40.536185528 0, -109.8188520715 40.5567117422 0, -109.8010303852 41.5455937685 0))",True,233431590.6107392,0.0,34.68773162663694,7.277726351272889
12TXL,2022-12-28,2022-12-28T18:17:51.024000+00:00,S2A_MSIL2A_20221228T181751_N0400_R084_T12TXL_20221230T032041,92.489392,False,29.637,USA,"POLYGON Z ((-109.8010303852 41.5455937685 0, -108.4854616094 41.5243446964 0, -108.5228018784 40.536185528 0, -109.8188520715 40.5567117422 0, -109.8010303852 41.5455937685 0))",True,233431590.6107392,25.07178144730774,88.43307751166341,4.605693375322803
12TXL,2023-12-15,2023-12-15T18:07:49.024000+00:00,S2B_MSIL2A_20231215T180749_N0510_R041_T12TXL_20231220T012641,0.005657,True,0.0,USA,"POLYGON Z ((-109.8010303852 41.5455937685 0, -108.4854616094 41.5243446964 0, -108.5228018784 40.536185528 0, -109.8188520715 40.5567117422 0, -109.8010303852 41.5455937685 0))",True,233431590.6107392,0.0,0.0,0.0004114120391106864
12TXL,2024-03-02,2024-03-02T18:12:51.024000+00:00,S2A_MSIL2A_20240302T181251_N0510_R084_T12TXL_20240302T234444,81.925064,False,30.305,USA,"POLYGON Z ((-109.8010303852 41.5455937685 0, -108.4854616094 41.5243446964 0, -108.5228018784 40.536185528 0, -109.8188520715 40.5567117422 0, -109.8010303852 41.5455937685 0))",True,233431590.6107392,25.765375695502005,79.37482988363034,2.423248186877944
12TXL,2025-01-31,2025-01-31T18:15:09.024000+00:00,S2B_MSIL2A_20250131T181509_N0511_R084_T12TXL_20250131T220554,19.686793,True,29.637,USA,"POLYGON Z ((-109.8010303852 41.5455937685 0, -108.4854616094 41.5243446964 0, -108.5228018784 40.536185528 0, -109.8188520715 40.5567117422 0, -109.8010303852 41.5455937685 0))",True,233431590.6107392,25.232497569682913,25.87667628134014,0.8795961837142223
12TXM,2016-09-20,2016-09-20T18:10:32.026000+00:00,S2A_MSIL2A_20160920T181032_N0212_R084_T12TXM_20210213T025816,29.959659,False,7.483,USA,"POLYGON Z ((-109.7840029773 42.4462408622 0, -108.4497870668 42.4243141366 0, -108.4888634531 41.4363363796 0, -109.8026540426 41.4575201915 0, -109.7840029773 42.4462408622 0))",True,230624170.66122907,3.297931990935664,37.15737954649164,6.830234576838754
12TXM,2018-07-22,2018-07-22T18:09:21.024000+00:00,S2A_MSIL2A_20180722T180921_N0212_R084_T12TXM_20201011T184308,94.333769,True,6.572,USA,"POLYGON Z ((-109.7840029773 42.4462408622 0, -108.4497870668 42.4243141366 0, -108.4888634531 41.4363363796 0, -109.8026540426 41.4575201915 0, -109.7840029773 42.4462408622 0))",True,230624170.66122907,3.9751361143460042,93.48918992785224,2.4610021632928487
12TXM,2019-03-01,2019-03-01T18:02:49.024000+00:00,S2B_MSIL2A_20190301T180249_N0212_R041_T12TXM_20201030T061219,10.174963,False,7.991,USA,"POLYGON Z ((-109.7840029773 42.4462408622 0, -108.4497870668 42.4243141366 0, -108.4888634531 41.4363363796 0, -109.8026540426 41.4575201915 0, -109.7840029773 42.4462408622 0))",True,230624170.66122907,4.795504991688813,0.0,0.0
12TXM,2020-05-12,2020-05-12T18:09:21.024000+00:00,S2A_MSIL2A_20200512T180921_N0212_R084_T12TXM_20200917T215931,48.220042,True,8.122,USA,"POLYGON Z ((-109.7840029773 42.4462408622 0, -108.4497870668 42.4243141366 0, -108.4888634531 41.4363363796 0, -109.8026540426 41.4575201915 0, -109.7840029773 42.4462408622 0))",True,230624170.66122907,4.374238970673621,29.16221111176648,1.6731039459851431
12TXM,2022-11-20,2022-11-20T18:06:39.024000+00:00,S2B_MSIL2A_20221120T180639_N0400_R041_T12TXM_20221121T045708,0.114325,False,7.163,USA,"POLYGON Z ((-109.7840029773 42.4462408622 0, -108.4497870668 42.4243141366 0, -108.4888634531 41.4363363796 0, -109.8026540426 41.4575201915 0, -109.7840029773 42.4462408622 0))",True,230624170.66122907,4.419062975902535,0.0,0.0002672851019102554
12TXM,2023-06-03,2023-06-03T17:59:21.024000+00:00,S2A_MSIL2A_20230603T175921_N0509_R041_T12TXM_20230604T023421,90.813965,True,7.263,USA,"POLYGON Z ((-109.7840029773 42.4462408622 0, -108.4497870668 42.4243141366 0, -108.4888634531 41.4363363796 0, -109.8026540426 41.4575201915 0, -109.7840029773 42.4462408622 0))",True,230624170.66122907,4.12473747598714,86.60743539964494,3.55755461658517
12TXM,2024-06-10,2024-06-10T18:09:21.024000+00:00,S2A_MSIL2A_20240610T180921_N0510_R084_T12TXM_20240611T020346,27.917999,False,8.385,USA,"POLYGON Z ((-109.7840029773 42.4462408622 0, -108.4497870668 42.4243141366 0, -108.4888634531 41.4363363796 0, -109.8026540426 41.4575201915 0, -109.7840029773 42.4462408622 0))",True,230624170.66122907,4.864648756971609,28.990245132418377,8.938769730929428
12TXM,2025-01-31,2025-01-31T18:15:09.024000+00:00,S2B_MSIL2A_20250131T181509_N0511_R084_T12TXM_20250131T220554,30.013123,True,7.48,USA,"POLYGON Z ((-109.7840029773 42.4462408622 0, -108.4497870668 42.4243141366 0, -108.4888634531 41.4363363796 0, -109.8026540426 41.4575201915 0, -109.7840029773 42.4462408622 0))",True,230624170.66122907,4.1544653136519125,52.19661907356495,2.011988393772626
12TXN,2018-02-22,2018-02-22T18:13:41.026000+00:00,S2A_MSIL2A_20180222T181341_N0212_R084_T12TXN_20201014T001231,21.587337,False,0.0,USA,"POLYGON Z ((-109.7661878622 43.3462000094 0, -108.4124638159 43.3235765959 0, -108.4533694277 42.3357822388 0, -109.7857128658 42.3576414527 0, -109.7661878622 43.3462000094 0))",True,322719593.07780504,0.0,13.05104495340095,3.055354826294538
12TXN,2019-12-19,2019-12-19T18:17:49.024000+00:00,S2B_MSIL2A_20191219T181749_N0212_R084_T12TXN_20201003T071100,10.146799,False,27.153,USA,"POLYGON Z ((-109.7661878622 43.3462000094 0, -108.4124638159 43.3235765959 0, -108.4533694277 42.3357822388 0, -109.7857128658 42.3576414527 0, -109.7661878622 43.3462000094 0))",True,322719593.07780504,0.0,10.55067833218868,1.6493010972093656
12TXN,2020-09-26,2020-09-26T18:01:21.024000+00:00,S2A_MSIL2A_20200926T180121_N0212_R041_T12TXN_20200927T193132,93.683976,True,0.0,USA,"POLYGON Z ((-109.7661878622 43.3462000094 0, -108.4124638159 43.3235765959 0, -108.4533694277 42.3357822388 0, -109.7857128658 42.3576414527 0, -109.7661878622 43.3462000094 0))",True,322719593.07780504,22.87585641719835,87.78631924380049,3.1148799408602876
12TXN,2022-04-22,2022-04-22T18:09:21.024000+00:00,S2A_MSIL2A_20220422T180921_N0400_R084_T12TXN_20220423T141420,90.696311,False,0.0,USA,"POLYGON Z ((-109.7661878622 43.3462000094 0, -108.4124638159 43.3235765959 0, -108.4533694277 42.3357822388 0, -109.7857128658 42.3576414527 0, -109.7661878622 43.3462000094 0))",True,322719593.07780504,0.0,93.50596049780857,3.386412122056662
12TXN,2022-07-03,2022-07-03T17:59:19.024000+00:00,S2B_MSIL2A_20220703T175919_N0400_R041_T12TXN_20220704T043327,24.128857,True,26.411,USA,"POLYGON Z ((-109.7661878622 43.3462000094 0, -108.4124638159 43.3235765959 0, -108.4533694277 42.3357822388 0, -109.7857128658 42.3576414527 0, -109.7661878622 43.3462000094 0))",True,322719593.07780504,22.872591663597664,25.531863638557535,7.80616578705632
12TXN,2024-03-22,2024-03-22T18:10:21.024000+00:00,S2A_MSIL2A_20240322T181021_N0510_R084_T12TXN_20240323T012050,7.682244,False,0.0,USA,"POLYGON Z ((-109.7661878622 43.3462000094 0, -108.4124638159 43.3235765959 0, -108.4533694277 42.3357822388 0, -109.7857128658 42.3576414527 0, -109.7661878622 43.3462000094 0))",True,322719593.07780504,0.0,10.644410602486388,2.5010401425343645
12TXN,2024-07-15,2024-07-15T18:09:19.024000+00:00,S2B_MSIL2A_20240715T180919_N0510_R084_T12TXN_20240716T003958,34.545359,True,0.0,USA,"POLYGON Z ((-109.7661878622 43.3462000094 0, -108.4124638159 43.3235765959 0, -108.4533694277 42.3357822388 0, -109.7857128658 42.3576414527 0, -109.7661878622 43.3462000094 0))",True,322719593.07780504,0.0,41.943118967753925,12.204090231950126
12TXP,2018-01-08,2018-01-08T18:17:29.027000+00:00,S2B_MSIL2A_20180108T181729_N0212_R084_T12TXP_20201014T041823,97.055444,False,0.0,USA,"POLYGON Z ((-109.7475191278 44.2465509345 0, -108.3733540263 44.2232097399 0, -108.4161917204 43.2356009597 0, -109.7679673 43.2581553186 0, -109.7475191278 44.2465509345 0))",True,239203649.64068538,0.0,64.16519520505904,0.05815176459268549
12TXP,2018-05-03,2018-05-03T18:09:21.024000+00:00,S2A_MSIL2A_20180503T180921_N0212_R084_T12TXP_20201012T052122,27.891646,True,0.0,USA,"POLYGON Z ((-109.7475191278 44.2465509345 0, -108.3733540263 44.2232097399 0, -108.4161917204 43.2356009597 0, -109.7679673 43.2581553186 0, -109.7475191278 44.2465509345 0))",True,239203649.64068538,0.0,37.22554337908633,10.227567260891636
12TXP,2020-03-23,2020-03-23T18:10:11.024000+00:00,S2A_MSIL2A_20200323T181011_N0212_R084_T12TXP_20201020T014930,26.956878,False,0.0,USA,"POLYGON Z ((-109.7475191278 44.2465509345 0, -108.3733540263 44.2232097399 0, -108.4161917204 43.2356009597 0, -109.7679673 43.2581553186 0, -109.7475191278 44.2465509345 0))",True,239203649.64068538,0.0,36.50661742993553,12.742134233131276
12TXP,2022-11-18,2022-11-18T18:16:41.024000+00:00,S2A_MSIL2A_20221118T181641_N0400_R084_T12TXP_20221119T091415,0.046381,False,46.714,USA,"POLYGON Z ((-109.7475191278 44.2465509345 0, -108.3733540263 44.2232097399 0, -108.4161917204 43.2356009597 0, -109.7679673 43.2581553186 0, -109.7475191278 44.2465509345 0))",True,239203649.64068538,31.13997631062936,0.011664951374353874,0.003907590072119369
12TXP,2023-11-20,2023-11-20T18:06:41.024000+00:00,S2A_MSIL2A_20231120T180641_N0509_R041_T12TXP_20231120T222238,36.071628,True,36.124,USA,"POLYGON Z ((-109.7475191278 44.2465509345 0, -108.3733540263 44.2232097399 0, -108.4161917204 43.2356009597 0, -109.7679673 43.2581553186 0, -109.7475191278 44.2465509345 0))",True,239203649.64068538,42.81067415171151,43.814788256834746,7.539896918939115
12TXP,2024-08-24,2024-08-24T18:09:19.024000+00:00,S2B_MSIL2A_20240824T180919_N0511_R084_T12TXP_20240824T222745,20.701288,False,47.249,USA,"POLYGON Z ((-109.7475191278 44.2465509345 0, -108.3733540263 44.2232097399 0, -108.4161917204 43.2356009597 0, -109.7679673 43.2581553186 0, -109.7475191278 44.2465509345 0))",True,239203649.64068538,0.0,25.25688036867827,12.843125935215875
12TXP,2024-10-10,2024-10-10T18:01:49.024000+00:00,S2B_MSIL2A_20241010T180149_N0511_R041_T12TXP_20241010T234558,94.41579,True,0.0,USA,"POLYGON Z ((-109.7475191278 44.2465509345 0, -108.3733540263 44.2232097399 0, -108.4161917204 43.2356009597 0, -109.7679673 43.2581553186 0, -109.7475191278 44.2465509345 0))",True,239203649.64068538,43.74255559868746,87.54824384216843,3.0167580303195614
12TXQ,2017-01-28,2017-01-28T18:16:11.026000+00:00,S2A_MSIL2A_20170128T181611_N0212_R084_T12TXQ_20210207T232024,22.860797,False,65.796,USA,"POLYGON Z ((-109.7279590322 45.1467528551 0, -108.3323789232 45.12267188 0, -108.3772587909 44.1352507247 0, -109.7493830752 44.1585207859 0, -109.7279590322 45.1467528551 0))",True,294792922.2227038,0.0,12.185898520575579,3.138894695107183
12TXQ,2017-05-05,2017-05-05T17:59:11.026000+00:00,S2A_MSIL2A_20170505T175911_N0212_R041_T12TXQ_20210209T131729,1.67486,True,0.0,USA,"POLYGON Z ((-109.7279590322 45.1467528551 0, -108.3323789232 45.12267188 0, -108.3772587909 44.1352507247 0, -109.7493830752 44.1585207859 0, -109.7279590322 45.1467528551 0))",True,294792922.2227038,61.546743375104924,0.0,0.0
12TXQ,2019-10-25,2019-10-25T18:14:31.024000+00:00,S2A_MSIL2A_20191025T181431_N0212_R084_T12TXQ_20201004T060521,0.563151,False,0.001,USA,"POLYGON Z ((-109.7279590322 45.1467528551 0, -108.3323789232 45.12267188 0, -108.3772587909 44.1352507247 0, -109.7493830752 44.1585207859 0, -109.7279590322 45.1467528551 0))",True,294792922.2227038,0.0,0.0,0.0
12TXQ,2019-11-04,2019-11-04T18:15:31.024000+00:00,S2A_MSIL2A_20191104T181531_N0212_R084_T12TXQ_20201003T130048,74.780126,True,0.001,USA,"POLYGON Z ((-109.7279590322 45.1467528551 0, -108.3323789232 45.12267188 0, -108.3772587909 44.1352507247 0, -109.7493830752 44.1585207859 0, -109.7279590322 45.1467528551 0))",True,294792922.2227038,0.0,92.71315290924714,5.59848175686212
