Name,geometry,EI_region,OG_producing
31RCN,"POLYGON Z ((0.9304099151 29.8142550531 0, 2.0664125165 29.8271684438 0, 2.0753960376 28.83629709710001 0, 0.9503111162 28.8238937147 0, 0.9304099151 29.8142550531 0))",Africa,True
31RDJ,"POLYGON Z ((1.9985653851 26.2164417664 0, 3.0977068489 26.2198961968 0, 3.0968999824 25.228381385 0, 2.0068336193 25.225075914 0, 1.9985653851 26.2164417664 0))",Africa,True
31RDK,"POLYGON Z ((1.9906541117 27.118842927 0, 3.0984788847 27.1224351179 0, 3.0976328029 26.1310446567 0, 1.9993241579 26.1276036744 0, 1.9906541117 27.118842927 0))",Africa,True
31RDL,"POLYGON Z ((1.9823586866 28.0216674554 0, 3.0992884127 28.0253996619 0, 3.0984017373 27.0341365677 0, 1.9914446621 27.0305579491 0, 1.9823586866 28.0216674554 0))",Africa,True
31RDM,"POLYGON Z ((1.9736702071 28.9243709775 0, 3.100136302200001 28.9282454963 0, 3.0992075866 27.9371125838 0, 1.9831869291 27.9333941674 0, 1.9736702071 28.9243709775 0))",Africa,True
31RDN,"POLYGON Z ((1.964579799 29.8264095225 0, 3.1010234198 29.8304286928 0, 3.1000511462 28.839428565 0, 1.9745428138 28.8355681524 0, 1.964579799 29.8264095225 0))",Africa,True
31REJ,"POLYGON Z ((2.9997997809 26.2199293963 0, 4.0989216411 26.2157296884 0, 4.0898488887 25.2243945406 0, 2.9998014344 25.2284131529 0, 2.9997997809 26.2199293963 0))",Africa,True
31REK,"POLYGON Z ((2.9997981989 27.1224696414 0, 4.1076026908 27.1181024529 0, 4.0980890383 26.1268943684 0, 2.9997999327 26.1310777269 0, 2.9997981989 27.1224696414 0))",Africa,True
31RFQ,"POLYGON Z ((4.0544752568 31.63119262920001 0, 5.2117461665 31.6163885677 0, 5.1888933166 30.626390258 0, 4.0435716602 30.6406301409 0, 4.0544752568 31.63119262920001 0))",Africa,True
31RGP,"POLYGON Z ((5.0881858845 30.7162703816 0, 6.233562538700001 30.6927831157 0, 6.2013582695 29.703478533 0, 5.0673634631 29.7260554837 0, 5.0881858845 30.7162703816 0))",Africa,True
31RGQ,"POLYGON Z ((5.1080725769 31.6181426848 0, 6.264318482800001 31.5938102557 0, 6.2306288105 30.6046720794 0, 5.0862889824 30.628077535 0, 5.1080725769 31.6181426848 0))",Africa,True
31SDR,"POLYGON Z ((1.9346942473 32.5328430191 0, 3.1039399365 32.5373122829 0, 3.1028265874 31.5467254146 0, 1.946102671 31.54242381410001 0, 1.9346942473 32.5328430191 0))",Africa,True
31SDS,"POLYGON Z ((1.9238034953 33.4349054555 0, 3.1050027736 33.4395306156 0, 3.1038385354 32.4490859845 0, 1.9357332954 32.4446317993 0, 1.9238034953 33.4349054555 0))",Africa,True
31SDT,"POLYGON Z ((1.9124167162 34.3368332252 0, 3.1061140264 34.3416174786 0, 3.1048967461 33.3513170774 0, 1.9248899417 33.346707299 0, 1.9124167162 34.3368332252 0))",Africa,True
31SEA,"POLYGON Z ((2.9997750832 37.0465830501 0, 4.2344380313 37.0401609039 0, 4.2188000201 36.0505282155 0, 2.9997779333 36.0567239647 0, 2.9997750832 37.0465830501 0))",Africa,True
31SER,"POLYGON Z ((2.9997870082 32.537355236 0, 4.1690072669 32.5319217595 0, 4.1564888771 31.5415371135 0, 2.9997892896 31.5467667563 0, 2.9997870082 32.537355236 0))",Africa,True
31SES,"POLYGON Z ((2.9997848302 33.4395750671 0, 4.1809576012 33.4339520627 0, 4.1678671269 32.4437136478 0, 2.999787216 32.4491287927 0, 2.9997848302 33.4395750671 0))",Africa,True
31SET,"POLYGON Z ((2.9997825531 34.3416634592 0, 4.1934522035 34.3358470405 0, 4.1797654531 33.3457570767 0, 2.9997850475 33.3513613811 0, 2.9997825531 34.3416634592 0))",Africa,True
31SEV,"POLYGON Z ((2.9997776851 36.1448984131 0, 4.2201621689 36.138682727 0, 4.2052037534 35.148895712 0, 2.9997804113 35.1548900323 0, 2.9997776851 36.1448984131 0))",Africa,True
31SFR,"POLYGON Z ((4.0648798642 32.5328466262 0, 5.2335526779 32.5175186902 0, 5.2096518451 31.52767425620001 0, 4.0534759993 31.542427286 0, 4.0648798642 32.5328466262 0))",Africa,True
31SFS,"POLYGON Z ((4.0757662643 33.4349091884 0, 5.2563684196 33.4190467071 0, 5.23137588 32.4293591611 0, 4.0638412313 32.4446353942 0, 4.0757662643 33.4349091884 0))",Africa,True
31SGS,"POLYGON Z ((5.15060719 33.4209262161 0, 6.3300970772 33.3948548602 0, 6.2932556324 32.4060610176 0, 5.1267838905 32.4311692173 0, 5.15060719 33.4209262161 0))",Africa,True
32MND,"POLYGON Z ((8.9998202428 -0.9043687229 0, 9.9866381262 -0.9042337583 0, 9.9870537281 -1.8974742625 0, 8.9998201671 -1.8977575536 0, 8.9998202428 -0.9043687229 0))",Africa,True
32MNE,"POLYGON Z ((8.999820265 0 0, 9.9865160694 0 0, 9.9866633425 -0.9932457915000001 0, 8.9998202382 -0.9933940443 0, 8.999820265 0 0))",Africa,True
32MPB,"POLYGON Z ((9.8996399749 -2.7138374116 0, 10.8871785471 -2.7126939034 0, 10.8890013933 -3.7055145428 0, 9.9005094334 -3.7070775369 0, 9.8996399749 -2.7138374116 0))",Africa,True
32MPC,"POLYGON Z ((9.8990828157 -1.8090516533 0, 10.8860104445 -1.8082896916 0, 10.8873179279 -2.8011262591 0, 9.8997064564 -2.8023071012 0, 9.8990828157 -1.8090516533 0))",Africa,True
32MPD,"POLYGON Z ((9.8987488481 -0.9042567321 0, 10.8853102697 -0.9038759556 0, 10.8861040031 -1.8967232338 0, 9.899127441 -1.8975224845 0, 9.8987488481 -0.9042567321 0))",Africa,True
32MPE,"POLYGON Z ((9.8986376602 0 0, 10.8850771604 0 0, 10.8853584289 -0.9928527605 0, 9.8987718189 -0.9932710272 0, 9.8986376602 0 0))",Africa,True
32MQA,"POLYGON Z ((10.8002562438 -3.616722069 0, 11.7881457058 -3.6142144646 0, 11.7915971267 -4.6063728623 0, 10.8024868221 -4.6095713943 0, 10.8002562438 -3.616722069 0))",Africa,True
32MRA,"POLYGON Z ((11.7001829921 -3.614481510100001 0, 12.6873214054 -3.6109941688 0, 12.6918804994 -4.6022652767 0, 11.7035258533 -4.6067134874 0, 11.7001829921 -3.614481510100001 0))",Africa,True
32MRV,"POLYGON Z ((11.7031950593 -4.5183355026 0, 12.6914293536 -4.5139729726 0, 12.6970024693 -5.5052141114 0, 11.7072814504 -5.510539807 0, 11.7031950593 -4.5183355026 0))",Africa,True
32NKL,"POLYGON Z ((6.2927551125 5.4221629146 0, 7.2831526671 5.4257870188 0, 7.2857004866 4.4329140535 0, 6.296769125700001 4.4299559609 0, 6.2927551125 5.4221629146 0))",Africa,True
32NKM,"POLYGON Z ((6.2883837051 6.3259617504 0, 7.2803779868 6.330194348300001 0, 7.2834006997 5.3373520806 0, 6.293145879699999 5.3337873775 0, 6.2883837051 6.3259617504 0))",Africa,True
32NKN,"POLYGON Z ((6.2833250981 7.2297257326 0, 7.2771671028 7.234568851300001 0, 7.280668477 6.241762371500001 0, 6.288841360899999 6.237589357 0, 6.2833250981 7.2297257326 0))",Africa,True
32NLL,"POLYGON Z ((7.1949113511 5.4255299426 0, 8.1857960484 5.4276769768 0, 8.1870048952 4.4344566864 0, 7.1975899529 4.432704221 0, 7.1949113511 5.4255299426 0))",Africa,True
32NML,"POLYGON Z ((8.0969809008 5.4275508026 0, 9.0881030934 5.428218998 0, 9.0879722695 4.4348990979 0, 8.0983215698 4.4343536997 0, 8.0969809008 5.4275508026 0))",Africa,True
32NNG,"POLYGON Z ((8.9998201759 1.8098185887 0, 9.9870050338 1.8095484335 0, 9.9866155411 0.8163071941 0, 8.9998202469 0.8164290331000001 0, 8.9998201759 1.8098185887 0))",Africa,True
32NNK,"POLYGON Z ((8.9998197071 4.5239244532 0, 9.9895779644 4.5232480239 0, 9.9883790482 3.530051369000001 0, 8.9998199256 3.5305788582 0, 8.9998197071 4.5239244532 0))",Africa,True
32NPJ,"POLYGON Z ((9.9004210134 3.6186094351 0, 10.8888160183 3.6170838379 0, 10.8870436535 2.6242614112 0, 9.8995756336 2.6253675906 0, 9.9004210134 3.6186094351 0))",Africa,True
32PRC,"POLYGON Z ((11.8065099438 16.2622234061 0, 12.8323225241 16.2461358962 0, 12.8137701444 15.2556976292 0, 11.7929048682 15.2707565964 0, 11.8065099438 16.2622234061 0))",Africa,True
32QRD,"POLYGON Z ((11.8197532039 17.1652883998 0, 12.8503811607 17.1482553083 0, 12.8306164551 16.1579210789 0, 11.8052588154 16.1739165823 0, 11.8197532039 17.1652883998 0))",Africa,True
32RKR,"POLYGON Z ((5.9496629151 27.9915778313 0, 7.065342492400001 28.0118164216 0, 7.0826066464 27.0211122582 0, 5.976852640599999 27.0017062167 0, 5.9496629151 27.9915778313 0))",Africa,True
32RKS,"POLYGON Z ((5.9236638371 28.89313438270001 0, 7.0488338537 28.9141443642 0, 7.0669162156 27.9235795274 0, 5.952141375199999 27.9034156869 0, 5.9236638371 28.89313438270001 0))",Africa,True
32RKT,"POLYGON Z ((5.896463249599999 29.7940071465 0, 7.031561777299999 29.8158011617 0, 7.050491849 28.8253787668 0, 5.926274941800001 28.8044452451 0, 5.896463249599999 29.7940071465 0))",Africa,True
32RKU,"POLYGON Z ((5.8679825117 30.6952740477 0, 7.013476249899999 30.7178664205 0, 7.0332865858 29.7275896486 0, 5.8991794926 29.7058729413 0, 5.8679825117 30.6952740477 0))",Africa,True
32RKV,"POLYGON Z ((5.8381884407 31.5963908009 0, 6.994556114799999 31.6197961708 0, 7.0152809541 30.6296680131 0, 5.8708244835 30.6071543369 0, 5.8381884407 31.5963908009 0))",Africa,True
32RLR,"POLYGON Z ((6.965923643700001 28.0103806774 0, 8.0824435012 28.0223721922 0, 8.0906361909 27.0312336853 0, 6.9840735387 27.0197355852 0, 6.965923643700001 28.0103806774 0))",Africa,True
32RLS,"POLYGON Z ((6.9485680624 28.9126538869 0, 8.0746092198 28.9251025858 0, 8.0831903156 27.9340963003 0, 6.967578105500001 27.922149087 0, 6.9485680624 28.9126538869 0))",Africa,True
32RLT,"POLYGON Z ((6.9304099151 29.8142550531 0, 8.0664125165 29.8271684438 0, 8.0753960376 28.83629709710001 0, 6.9503111162 28.8238937147 0, 6.9304099151 29.8142550531 0))",Africa,True
32RLU,"POLYGON Z ((6.9113966287 30.7162636631 0, 8.0578296376 30.7296502514 0, 8.0672310542 29.7389165957 0, 6.9322232059 29.7260490256 0, 6.9113966287 30.7162636631 0))",Africa,True
32RLV,"POLYGON Z ((6.891505967599999 31.6181357244 0, 8.0488505216 31.6320042048 0, 8.0586861056 30.6414107828 0, 6.9132939095 30.6280708398 0, 6.891505967599999 31.6181357244 0))",Africa,True
32RMR,"POLYGON Z ((7.982358686600001 28.0216674554 0, 9.0992884127 28.0253996619 0, 9.0984017373 27.0341365677 0, 7.9914446621 27.0305579491 0, 7.982358686600001 28.0216674554 0))",Africa,True
32RMS,"POLYGON Z ((7.9736702071 28.9243709775 0, 9.1001363022 28.9282454963 0, 9.0992075866 27.9371125838 0, 7.9831869291 27.9333941674 0, 7.9736702071 28.9243709775 0))",Africa,True
32RMT,"POLYGON Z ((7.964579799 29.8264095225 0, 9.1010234198 29.8304286928 0, 9.1000511462 28.839428565 0, 7.974542813800001 28.8355681524 0, 7.964579799 29.8264095225 0))",Africa,True
32RMU,"POLYGON Z ((7.9550611204 30.7288635167 0, 9.1019523371 30.7330299888 0, 9.1009348305 29.7421652746 0, 7.9654875833 29.7381603676 0, 7.9550611204 30.7288635167 0))",Africa,True
32RMV,"POLYGON Z ((7.945103014 31.6311891453 0, 9.1029241437 31.6355056283 0, 9.1018596422 30.6447787416 0, 7.9560109694 30.6406267898 0, 7.945103014 31.6311891453 0))",Africa,True
32RNQ,"POLYGON Z ((8.9997981989 27.1224696414 0, 10.1076026908 27.1181024529 0, 10.0980890383 26.1268943684 0, 8.9997999327 26.1310777269 0, 8.9997981989 27.1224696414 0))",Africa,True
32RNR,"POLYGON Z ((8.99979654 28.0254355311 0, 10.1167052615 28.0208981204 0, 10.1067352193 27.0298202725 0, 8.999798357 27.0341709608 0, 8.99979654 28.0254355311 0))",Africa,True
32RNS,"POLYGON Z ((8.9997948025 28.9282827332 0, 10.1262391205 28.9235723083 0, 10.1157964314 27.9326276748 0, 8.9997967056 27.9371483204 0, 8.9997948025 28.9282827332 0))",Africa,True
32RNT,"POLYGON Z ((8.9997929847 29.83046732 0, 10.1362140039 29.8255810371 0, 10.1252816106 28.8347723909 0, 8.999794977 28.8394656664 0, 8.9997929847 29.83046732 0))",Africa,True
32RNV,"POLYGON Z ((8.9997890897 31.6355471131 0, 10.157585795 31.6302993771 0, 10.1456165499 30.6397709351 0, 8.9997912711 30.644818645 0, 8.9997890897 31.6355471131 0))",Africa,True
32RPQ,"POLYGON Z ((10.0089423619 27.1188458263 0, 11.116310221 27.1065254586 0, 11.0981442162 26.1158046263 0, 10.0002757805 26.1276064517 0, 10.0089423619 27.1188458263 0))",Africa,True
32RPR,"POLYGON Z ((10.017234472 28.0216704677 0, 11.1336909894 28.0088699502 0, 11.1146538256 27.0182870127 0, 10.0081521274 27.0305608374 0, 10.017234472 28.0216704677 0))",Africa,True
32RPS,"POLYGON Z ((10.0259194795 28.9243741047 0, 11.1518949689 28.9110855698 0, 11.13195565 27.9206439403 0, 10.0164065605 27.9333971686 0, 10.0259194795 28.9243741047 0))",Africa,True
32RPT,"POLYGON Z ((10.0350062548 29.8264127664 0, 11.170940704 29.8126282011 0, 11.1500667107 28.8223311059 0, 10.0250472214 28.8355712682 0, 10.0350062548 29.8264127664 0))",Africa,True
32RPV,"POLYGON Z ((10.0544752568 31.63119262920001 0, 11.2117461665 31.6163885677 0, 11.1888933166 30.626390258 0, 10.0435716602 30.6406301409 0, 10.0544752568 31.63119262920001 0))",Africa,True
32RQP,"POLYGON Z ((11.0013019437 26.2060004952 0, 12.0991787793 26.1865255249 0, 12.0736348802 25.1964493607 0, 10.9847883644 25.2150848344 0, 11.0013019437 26.2060004952 0))",Africa,True
32RQQ,"POLYGON Z ((11.0171023561 27.1079853164 0, 12.1236188491 27.0877339997 0, 12.0968346708 26.0978038652 0, 10.9997865089 26.1172030467 0, 11.0171023561 27.1079853164 0))",Africa,True
32RQV,"POLYGON Z ((11.1080725769 31.6181426848 0, 12.2643184828 31.5938102557 0, 12.2306288105 30.6046720794 0, 11.0862889824 30.628077535 0, 11.1080725769 31.6181426848 0))",Africa,True
32RRP,"POLYGON Z ((12.0014380139 26.1885993502 0, 13.0980917671 26.1615200766 0, 13.0643634008 25.1725214324 0, 11.976696748 25.198433803 0, 12.0014380139 26.1885993502 0))",Africa,True
32SKB,"POLYGON Z ((5.7744666518 33.3976197781 0, 6.9540886664 33.4226979051 0, 6.976754189500001 32.4328754352 0, 5.810156179799999 32.4087238164 0, 5.7744666518 33.3976197781 0))",Africa,True
32SKD,"POLYGON Z ((5.7048164558 35.1982077222 0, 6.909852827899999 35.2250276976 0, 6.9346264729 34.235521621 0, 5.7438223364 34.2096670331 0, 5.7048164558 35.1982077222 0))",Africa,True
32SLA,"POLYGON Z ((6.8707155494 32.519327665 0, 8.0394650386 32.5336869262 0, 8.0497519019 31.5432360635 0, 6.893502699300001 31.5294153911 0, 6.8707155494 32.519327665 0))",Africa,True
32SLB,"POLYGON Z ((6.8489628666 33.4209187581 0, 8.0296449416 33.4357787985 0, 8.0404019387 32.4454728593 0, 6.872790920000001 32.431162035 0, 6.8489628666 33.4209187581 0))",Africa,True
32SLD,"POLYGON Z ((6.8024583466 35.2231249405 0, 8.008650049 35.239017584 0, 8.0204080483 34.2490077042 0, 6.8285025004 34.2336873735 0, 6.8024583466 35.2231249405 0))",Africa,True
32SMA,"POLYGON Z ((7.9346942473 32.5328430191 0, 9.1039399365 32.5373122829 0, 9.1028265874 31.5467254146 0, 7.946102671 31.54242381410001 0, 7.9346942473 32.5328430191 0))",Africa,True
32SMB,"POLYGON Z ((7.923803495300001 33.4349054555 0, 9.1050027736 33.4395306156 0, 9.1038385354 32.4490859845 0, 7.9357332954 32.4446317993 0, 7.923803495300001 33.4349054555 0))",Africa,True
32SMC,"POLYGON Z ((7.9124167162 34.3368332252 0, 9.1061140264 34.3416174786 0, 9.1048967461 33.3513170774 0, 7.9248899417 33.346707299 0, 7.9124167162 34.3368332252 0))",Africa,True
32SMD,"POLYGON Z ((7.900519643399999 35.238083543 0, 9.1072750885 35.2430301705 0, 9.1060024957 34.2528757597 0, 7.9135595453 34.2481073049 0, 7.900519643399999 35.238083543 0))",Africa,True
32SME,"POLYGON Z ((7.8880749078 36.1397366041 0, 9.1084896079 36.1448492759 0, 9.1071592023 35.1548426452 0, 7.9017070914 35.1499120586 0, 7.8880749078 36.1397366041 0))",Africa,True
32SMF,"POLYGON Z ((7.8750647374 37.0412497841 0, 9.1097593208 37.0465322806 0, 9.1083684575 36.0566749851 0, 7.8893162878 36.0515787125 0, 7.8750647374 37.0412497841 0))",Africa,True
32SNA,"POLYGON Z ((8.9997870082 32.537355236 0, 10.1690072669 32.5319217595 0, 10.1564888771 31.5415371135 0, 8.9997892896 31.5467667563 0, 8.9997870082 32.537355236 0))",Africa,True
32SNB,"POLYGON Z ((8.9997848302 33.4395750671 0, 10.1809576012 33.4339520627 0, 10.1678671269 32.4437136478 0, 8.999787216 32.4491287927 0, 8.9997848302 33.4395750671 0))",Africa,True
32SNC,"POLYGON Z ((8.9997825531 34.3416634592 0, 10.1934522035 34.3358470405 0, 10.1797654531 33.3457570767 0, 8.9997850475 33.3513613811 0, 8.9997825531 34.3416634592 0))",Africa,True
32SND,"POLYGON Z ((8.9997801738 35.2430777118 0, 10.2065067255 35.2370638902 0, 10.192198189 34.2471243765 0, 8.9997827816 34.2529215885 0, 8.9997801738 35.2430777118 0))",Africa,True
32SNE,"POLYGON Z ((8.9997776851 36.1448984131 0, 10.2201621689 36.138682727 0, 10.2052037534 35.148895712 0, 8.9997804113 35.1548900323 0, 8.9997776851 36.1448984131 0))",Africa,True
32SNF,"POLYGON Z ((8.9997750832 37.0465830501 0, 10.2344380313 37.0401609039 0, 10.2188000201 36.0505282155 0, 8.9997779333 36.0567239647 0, 8.9997750832 37.0465830501 0))",Africa,True
32SPA,"POLYGON Z ((10.0648798642 32.5328466262 0, 11.2335526779 32.5175186902 0, 11.2096518451 31.52767425620001 0, 10.0534759993 31.542427286 0, 10.0648798642 32.5328466262 0))",Africa,True
32SPB,"POLYGON Z ((10.0757662643 33.4349091884 0, 11.2563684196 33.4190467071 0, 11.23137588 32.4293591611 0, 10.0638412313 32.4446353942 0, 10.0757662643 33.4349091884 0))",Africa,True
32SPE,"POLYGON Z ((10.1114805753 36.1397407305 0, 11.331214639 36.1222067278 0, 11.3026579023 35.1330063316 0, 10.0978538388 35.149916038 0, 10.1114805753 36.1397407305 0))",Africa,True
32SPF,"POLYGON Z ((10.1244855473 37.0412540476 0, 11.3584675463 37.0231378021 0, 11.3286142295 36.0341050484 0, 10.1102396913 36.0515828257 0, 10.1244855473 37.0412540476 0))",Africa,True
32SQA,"POLYGON Z ((11.128858847 32.5193348717 0, 12.2964645039 32.4941417267 0, 12.2612310847 31.5051737443 0, 11.1060762435 31.5294223274 0, 11.128858847 32.5193348717 0))",Africa,True
32SQB,"POLYGON Z ((11.15060719 33.4209262161 0, 12.3300970772 33.3948548602 0, 12.2932556324 32.4060610176 0, 11.1267838905 32.4311692173 0, 11.15060719 33.4209262161 0))",Africa,True
33MTN,"POLYGON Z ((12.2883865328 -6.325419589500001 0, 13.2803797817 -6.3296518218 0, 13.2768316672 -7.3224545535 0, 12.2827966355 -7.317551984700001 0, 12.2883865328 -6.325419589500001 0))",Africa,True
33MTP,"POLYGON Z ((12.2927551125 -5.4221629146 0, 13.2831526671 -5.4257870188 0, 13.2800833265 -6.4186260112 0, 12.2879194796 -6.4143338106 0, 12.2927551125 -5.4221629146 0))",Africa,True
33MTQ,"POLYGON Z ((12.2964447616 -4.518334158 0, 13.285494603 -4.5213514984 0, 13.2829004974 -5.5142216875 0, 12.2923578276 -5.5105381655 0, 12.2964447616 -4.518334158 0))",Africa,True
33MTR,"POLYGON Z ((12.2994572289 -3.6144804353 0, 13.287406704 -3.6168924479 0, 13.2852846101 -4.6097887184 0, 12.2961139237 -4.6067121164 0, 12.2994572289 -3.6144804353 0))",Africa,True
33PTT,"POLYGON Z ((12.1931161544 16.2622184476 0, 13.219905438 16.2733460491 0, 13.2285429727 15.2811680352 0, 12.2067230368 15.2707519549 0, 12.1931161544 16.2622184476 0))",Africa,True
33PWK,"POLYGON Z ((14.9998180161 9.0467433651 0, 15.9988573674 9.045382492 0, 15.9962750648 8.0523596011 0, 14.9998184867 8.0535690478 0, 14.9998180161 9.0467433651 0))",Africa,True
33PWL,"POLYGON Z ((14.9998175378 9.951408032 0, 16.0014821011 9.9499085281 0, 15.9986147165 8.9569350373 0, 14.9998180603 8.9582823917 0, 14.9998175378 9.951408032 0))",Africa,True
33PXK,"POLYGON Z ((15.9098799863 9.0456141402 0, 16.9086468529 9.0417747241 0, 16.9037151512 8.0491532706 0, 15.9075276323 8.0525654735 0, 15.9098799863 9.0456141402 0))",Africa,True
33PXL,"POLYGON Z ((15.9122709937 9.950163774 0, 16.9136595691 9.9459332462 0, 16.9081834374 8.953363108 0, 15.909658943 8.9571643844 0, 15.9122709937 9.950163774 0))",Africa,True
33PYK,"POLYGON Z ((16.8191596383 9.0422296813 0, 17.8173949524 9.0359179993 0, 17.8101214853 8.0439482114 0, 16.8144588429 8.0495576049 0, 16.8191596383 9.0422296813 0))",Africa,True
33QTU,"POLYGON Z ((12.1798711357 17.1652831498 0, 13.2114974958 17.177064898 0, 13.2206997543 16.1849756049 0, 12.194367449 16.1739116521 0, 12.1798711357 17.1652831498 0))",Africa,True
33RTJ,"POLYGON Z ((11.9981622068 26.1885910033 0, 13.0961368235 26.2073238325 0, 13.1118475941 25.216351118 0, 12.0229067562 25.1984258158 0, 11.9981622068 26.1885910033 0))",Africa,True
33RTK,"POLYGON Z ((11.9744868751 27.0898818031 0, 13.081104521 27.1093614166 0, 13.0975785866 26.11852123310001 0, 12.0004329637 26.0998613067 0, 11.9744868751 27.0898818031 0))",Africa,True
33RTM,"POLYGON Z ((11.9236638371 28.89313438270001 0, 13.0488338537 28.9141443642 0, 13.0669162156 27.9235795274 0, 11.9521413752 27.9034156869 0, 11.9236638371 28.89313438270001 0))",Africa,True
33RTN,"POLYGON Z ((11.8964632496 29.7940071465 0, 13.0315617773 29.8158011617 0, 13.050491849 28.8253787668 0, 11.9262749418 28.8044452451 0, 11.8964632496 29.7940071465 0))",Africa,True
33RTP,"POLYGON Z ((11.8679825117 30.6952740477 0, 13.0134762499 30.7178664205 0, 13.0332865858 29.7275896486 0, 11.8991794926 29.7058729413 0, 11.8679825117 30.6952740477 0))",Africa,True
33RTQ,"POLYGON Z ((11.8381884407 31.5963908009 0, 12.9945561148 31.6197961708 0, 13.0152809541 30.6296680131 0, 11.8708244835 30.6071543369 0, 11.8381884407 31.5963908009 0))",Africa,True
33RUM,"POLYGON Z ((12.9485680624 28.9126538869 0, 14.0746092198 28.9251025858 0, 14.0831903156 27.9340963003 0, 12.9675781055 27.922149087 0, 12.9485680624 28.9126538869 0))",Africa,True
33RUN,"POLYGON Z ((12.9304099151 29.8142550531 0, 14.0664125165 29.8271684438 0, 14.0753960376 28.83629709710001 0, 12.9503111162 28.8238937147 0, 12.9304099151 29.8142550531 0))",Africa,True
33RUP,"POLYGON Z ((12.9113966287 30.7162636631 0, 14.0578296376 30.7296502514 0, 14.0672310542 29.7389165957 0, 12.9322232059 29.7260490256 0, 12.9113966287 30.7162636631 0))",Africa,True
33RXM,"POLYGON Z ((16.0259194795 28.9243741047 0, 17.1518949689 28.9110855698 0, 17.13195565 27.9206439403 0, 16.0164065605 27.9333971686 0, 16.0259194795 28.9243741047 0))",Africa,True
33RXN,"POLYGON Z ((16.0350062548 29.8264127664 0, 17.170940704 29.8126282011 0, 17.1500667107 28.8223311059 0, 16.0250472214 28.8355712682 0, 16.0350062548 29.8264127664 0))",Africa,True
33RYM,"POLYGON Z ((17.0510218682 28.9126601348 0, 18.1760832868 28.8908178781 0, 18.1466860678 27.9011924562 0, 17.0320156186 27.9221550832 0, 17.0510218682 28.9126601348 0))",Africa,True
33RYN,"POLYGON Z ((17.069176392 29.8142615342 0, 18.2041622196 29.7916042166 0, 18.1733878609 28.8021371689 0, 17.0492791622 28.8238999399 0, 17.069176392 29.8142615342 0))",Africa,True
33RYP,"POLYGON Z ((17.0881858845 30.7162703816 0, 18.2335625387 30.6927831157 0, 18.2013582695 29.703478533 0, 17.0673634631 29.7260554837 0, 17.0881858845 30.7162703816 0))",Africa,True
33STR,"POLYGON Z ((11.8070476461 32.496813532 0, 12.9747800754 32.5210468637 0, 12.9964554221 31.5310701142 0, 11.8411792874 31.50774539940001 0, 11.8070476461 32.496813532 0))",Africa,True
34PCR,"POLYGON Z ((19.1756976098 9.946432559 0, 20.1771248483 9.950395679 0, 20.1794810112 8.9573727588 0, 19.1809183895 8.9538117585 0, 19.1756976098 9.946432559 0))",Africa,True
34PDR,"POLYGON Z ((20.0873641298 9.9501627785 0, 21.0890415104 9.9513961783 0, 21.0887865207 8.9582717408 0, 20.089977225 8.9571634899 0, 20.0873641298 9.9501627785 0))",Africa,True
34RBR,"POLYGON Z ((17.9496629151 27.9915778313 0, 19.0653424924 28.0118164216 0, 19.0826066464 27.0211122582 0, 17.9768526406 27.0017062167 0, 17.9496629151 27.9915778313 0))",Africa,True
34RBS,"POLYGON Z ((17.9236638371 28.89313438270001 0, 19.0488338537 28.9141443642 0, 19.0669162156 27.9235795274 0, 17.9521413752 27.9034156869 0, 17.9236638371 28.89313438270001 0))",Africa,True
34RBT,"POLYGON Z ((17.8964632496 29.7940071465 0, 19.0315617773 29.8158011617 0, 19.050491849 28.8253787668 0, 17.9262749418 28.8044452451 0, 17.8964632496 29.7940071465 0))",Africa,True
34RBU,"POLYGON Z ((17.8679825117 30.6952740477 0, 19.0134762499 30.7178664205 0, 19.0332865858 29.7275896486 0, 17.8991794926 29.7058729413 0, 17.8679825117 30.6952740477 0))",Africa,True
34RCR,"POLYGON Z ((18.9659236437 28.0103806774 0, 20.0824435012 28.0223721922 0, 20.0906361909 27.0312336853 0, 18.9840735387 27.0197355852 0, 18.9659236437 28.0103806774 0))",Africa,True
34RCS,"POLYGON Z ((18.9485680624 28.9126538869 0, 20.0746092198 28.9251025858 0, 20.0831903156 27.9340963003 0, 18.9675781055 27.922149087 0, 18.9485680624 28.9126538869 0))",Africa,True
34RCT,"POLYGON Z ((18.9304099151 29.8142550531 0, 20.0664125165 29.8271684438 0, 20.0753960376 28.83629709710001 0, 18.9503111162 28.8238937147 0, 18.9304099151 29.8142550531 0))",Africa,True
34RCU,"POLYGON Z ((18.9113966287 30.7162636631 0, 20.0578296376 30.7296502514 0, 20.0672310542 29.7389165957 0, 18.9322232059 29.7260490256 0, 18.9113966287 30.7162636631 0))",Africa,True
34RDR,"POLYGON Z ((19.9823586866 28.0216674554 0, 21.0992884127 28.0253996619 0, 21.0984017373 27.0341365677 0, 19.9914446621 27.0305579491 0, 19.9823586866 28.0216674554 0))",Africa,True
34RDS,"POLYGON Z ((19.9736702071 28.9243709775 0, 21.1001363022 28.9282454963 0, 21.0992075866 27.9371125838 0, 19.9831869291 27.9333941674 0, 19.9736702071 28.9243709775 0))",Africa,True
34RDT,"POLYGON Z ((19.964579799 29.8264095225 0, 21.1010234198 29.8304286928 0, 21.1000511462 28.839428565 0, 19.9745428138 28.8355681524 0, 19.964579799 29.8264095225 0))",Africa,True
