varon_frac,methane_concentration_mol/m2,orbio_frac
-0.2912068919424976,20.502050205020502,-0.2484008411572607
-0.29189432391637926,20.6020602060206,-0.24897493011390615
-0.2925788503467496,20.7020702070207,-0.24954644926417435
-0.2932604934214018,20.8020802080208,-0.25011541842068563
-0.293939275081897,20.9020902090209,-0.25068185717800706
-0.2946152170271731,21.002100210021002,-0.2512457849158002
-0.2952883407170874,21.102110211021103,-0.25180722080190876
-0.2959586673758954,21.2021202120212,-0.252366183795394
-0.29662621799566424,21.3021302130213,-0.2529226926495133
-0.29729101333962715,21.4021402140214,-0.25347676591464796
-0.29795307394547443,21.5021502150215,-0.2540284219411778
-0.29861242012858735,21.602160216021602,-0.2545776788823051
-0.299269071985213,21.702170217021703,-0.25512455469682893
-0.29992304939558345,21.8021802180218,-0.25566906715187177
-0.3005743720269777,21.9021902190219,-0.2562112338255568
-0.30122305933673177,22.002200220022,-0.25675107210964043
-0.3018691305751935,22.1022102210221,-0.2572885992120979
-0.3025126047886263,22.202220222022202,-0.25782383215966387
-0.3031535008220627,22.302230223022303,-0.2583567878003318
-0.3037918373221068,22.4022402240224,-0.25888748280580687
-0.30442763273968854,22.5022502250225,-0.2594159336739197
-0.30506090533277075,22.6022602260226,-0.2599421567309985
-0.30569167316900847,22.7022702270227,-0.2604661681341992
-0.3063199541283632,22.802280228022802,-0.26098798387379873
-0.30694576590567235,22.902290229022903,-0.2615076197754478
-0.3075691260131742,23.002300230023,-0.2620250915023865
-0.30819005178299075,23.1023102310231,-0.2625404145576228
-0.3088085603695676,23.2023202320232,-0.26305360428607516
-0.3094246687520734,23.3023302330233,-0.2635646758766793
-0.3100383937367578,23.402340234023402,-0.2640736443644577
-0.31064975195927136,23.502350235023503,-0.2645805246325602
-0.3112587598869452,23.6023602360236,-0.2650853314142657
-0.3118654338210334,23.7023702370237,-0.2655880792949542
-0.31246978989891794,23.8023802380238,-0.26608878271404535
-0.31307184409627764,23.9023902390239,-0.26658745596690603
-0.31367161222922,24.002400240024002,-0.2670841132067263
-0.31426910995638013,24.102410241024103,-0.2675787684463663
-0.3148643527809828,24.2024202420242,-0.268071435560171
-0.31545735605287273,24.3024302430243,-0.26856212828575887
-0.3160481349705113,24.4024402440244,-0.2690508602257786
-0.31663670458294046,24.5024502450245,-0.2695376448496417
-0.3172230797917148,24.602460246024602,-0.2700224954952226
-0.31780727535280373,24.702470247024703,-0.27050542537053646
-0.3183893058784618,24.8024802480248,-0.27098644755538803
-0.3189691858390692,24.9024902490249,-0.2714655750029943
-0.3195469295649441,25.002500250025,-0.27194282054158325
-0.3201225512481244,25.1025102510251,-0.2724181968759658
-0.3206960649441227,25.202520252025202,-0.2728917165890846
-0.32126748457365284,25.302530253025303,-0.273363392143538
-0.3218368239243291,25.4025402540254,-0.27383323588307995
-0.32240409665234004,25.5025502550255,-0.27430126003409916
-0.32296931628409364,25.6025602560256,-0.2747674767070709
-0.3235324962178401,25.7025702570257,-0.2752318978979923
-0.32409364972526533,25.802580258025802,-0.27569453548978917
-0.32465278995306457,25.9025902590259,-0.27615540125370774
-0.32520992992448694,26.002600260026,-0.27661450685068045
-0.3257650825408601,26.1026102610261,-0.27707186383267357
-0.32631826058308866,26.2026202620262,-0.2775274836440135
-0.32686947671313105,26.302630263026302,-0.2779813776226919
-0.3274187434754544,26.402640264026402,-0.2784335570016553
-0.3279660732984656,26.5026502650265,-0.27888403291006947
-0.3285114784959223,26.6026602660266,-0.27933281637457086
-0.3290549712683213,26.7026702670267,-0.27977991832049376
-0.3295965637042666,26.8026802680268,-0.28022534957308354
-0.3301362677818176,26.902690269026902,-0.2806691208586909
-0.33067409536981585,27.002700270027002,-0.28111124280594646
-0.3312100582291926,27.1027102710271,-0.28155172594692046
-0.33174416801425677,27.2027202720272,-0.2819905807182641
-0.3322764362739643,27.3027302730273,-0.28242781746233525
-0.3328068744531679,27.4027402740274,-0.2828634464283062
-0.33333549389384876,27.502750275027502,-0.28329747777325676
-0.33386230583633014,27.602760276027603,-0.28372992156325005
-0.33438732142047367,27.7027702770277,-0.28416078777439513
-0.334910551686857,27.8027802780278,-0.2845900862938914
-0.33543200757793523,27.9027902790279,-0.28501782692105937
-0.3359516999391854,28.002800280028,-0.2854440193683576
-0.33646963952023357,28.102810281028102,-0.28586867326238263
-0.33698583697596673,28.202820282028203,-0.2862917981448576
-0.33750030286762855,28.3028302830283,-0.2867134034736043
-0.3380130476638977,28.4028402840284,-0.2871334986235028
-0.33852408174195325,28.5028502850285,-0.28755209288743677
-0.3390334153885235,28.6028602860286,-0.287969195477227
-0.3395410588009192,28.702870287028702,-0.2883848155245491
-0.34004702208805426,28.802880288028803,-0.28879896208184097
-0.3405513152714491,28.9028902890289,-0.2892116441231961
-0.34105394828622293,29.002900290029,-0.28962287054524516
-0.34155493098206935,29.1029102910291,-0.2900326501680244
-0.3420542731242203,29.2029202920292,-0.29044099173583293
-0.34255198439439505,29.302930293029302,-0.290847903918078
-0.343048074391737,29.402940294029403,-0.2912533953101084
-0.34354255263373656,29.5029502950295,-0.29165747443403567
-0.34403542855714186,29.6029602960296,-0.29206014973954586
-0.34452671151885694,29.7029702970297,-0.29246142960469856
-0.34501641079682654,29.8029802980298,-0.2928613223367158
-0.3455045355909103,29.902990299029902,-0.29325983617275997
-0.34599109502374337,30.003000300030003,-0.2936569792807012
-0.346476098141586,30.1030103010301,-0.2940527597598742
-0.3469595539151621,30.2030203020302,-0.2944471856418259
-0.34744147124048497,30.3030303030303,-0.2948402648910514
-0.347921858939673,30.4030403040304,-0.2952320054057205
-0.34840072576175396,30.503050305030502,-0.29562241501839615
-0.34887808038345813,30.603060306030603,-0.29601150149674116
-0.3493539314100018,30.7030703070307,-0.29639927254421694
-0.34982828737585814,30.8030803080308,-0.29678573580077094
-0.3503011567455201,30.9030903090309,-0.29717089884351844
-0.35077254791425194,31.003100310031,-0.2975547691874121
-0.3512424692088306,31.103110311031102,-0.29793735428590373
-0.3517109288882775,31.203120312031203,-0.29831866153159814
-0.3521779351445812,31.3031303130313,-0.298698698256898
-0.35264349610340906,31.4031403140314,-0.2990774717346393
-0.35310761982481165,31.5031503150315,-0.29945498917872015
-0.35357031430391506,31.6031603160316,-0.2998312577447194
-0.35403158747160746,31.703170317031702,-0.3002062845305097
-0.35449144719521364,31.803180318031803,-0.3005800765768606
-0.3549499012791626,31.9031903190319,-0.30095264086803464
-0.3554069574656462,32.003200320032,-0.3013239843323757
-0.3558626234352684,32.1032103210321,-0.30169411384289024
-0.35631690680768713,32.2032203220322,-0.30206303621781994
-0.35676981514224726,32.3032303230323,-0.30243075822120846
-0.35722135593860527,32.4032403240324,-0.3027972865634594
-0.35767153663734685,32.503250325032504,-0.30316262790188864
-0.3581203646205956,32.603260326032604,-0.30352678884126927
-0.35856784721261437,32.703270327032705,-0.30388977593436894
-0.3590139916803987,32.8032803280328,-0.30425159568248095
-0.3594588052342633,32.9032903290329,-0.30461225453594876
-0.35990229502841986,33.003300330033,-0.3049717588946832
-0.3603444681615495,33.1033103310331,-0.305330115108675
-0.3607853316773658,33.2033203320332,-0.3056873294784983
-0.36122489256517276,33.3033303330333,-0.30604340825581056
-0.3616631577604138,33.4033403340334,-0.3063983576438436
-0.3621001341452156,33.5033503350335,-0.3067521837978904
-0.36253582854892474,33.6033603360336,-0.3071048928257868
-0.36297024774863573,33.703370337033704,-0.3074564907883828
-0.36340339846971637,33.803380338033804,-0.30780698370001425
-0.3638352873863222,33.903390339033905,-0.3081563775289631
-0.3642659211219085,34.003400340034,-0.3085046781979166
-0.3646953062497327,34.1034103410341,-0.30885189158441695
-0.36512344929335305,34.2034203420342,-0.30919802352130865
-0.3655503567271199,34.3034303430343,-0.309543079797178
-0.36597603497666076,34.4034403440344,-0.30988706615678885
-0.36640049041936096,34.5034503450345,-0.3102299883015128
-0.366823729384837,34.6034603460346,-0.31057185188975345
-0.3672457581554034,34.7034703470347,-0.3109126625373655
-0.3676665829665373,34.8034803480348,-0.311252425818071
-0.36808621000733344,34.903490349034904,-0.3115911472638673
-0.36850464542095585,35.003500350035004,-0.3119288323654327
-0.3689218953050841,35.103510351035105,-0.31226548657252606
-0.3693379657123531,35.2035203520352,-0.31260111529438084
-0.3697528626507891,35.3035303530353,-0.3129357239000984
-0.3701665920842382,35.4035403540354,-0.31326931771902955
-0.3705791599327929,35.5035503550355,-0.31360190204116023
-0.37099057207321073,35.6035603560356,-0.3139334821174845
-0.37140083433932947,35.7035703570357,-0.314264063160379
-0.37180995252247695,35.8035803580358,-0.31459365034397035
-0.37221793237187595,35.9035903590359,-0.31492224880449804
-0.3726247795950448,36.003600360036,-0.3152498636406751
-0.3730304998581926,36.103610361036104,-0.31557649991404124
-0.37343509878660996,36.203620362036204,-0.31590216264931636
-0.37383858196505626,36.303630363036305,-0.3162268568347455
-0.37424095493814014,36.4036403640364,-0.3165505874224418
-0.37464222321069807,36.5036503650365,-0.3168733593287276
-0.3750423922481666,36.6036603660366,-0.3171951774344668
-0.37544146747695084,36.7036703670367,-0.3175160465853969
-0.37583945428478993,36.8036803680368,-0.31783597159245724
-0.3762363580211159,36.9036903690369,-0.3181549572321113
-0.3766321839974106,37.003700370037,-0.318473008246668
-0.3770269374875572,37.1037103710371,-0.3187901293445966
-0.37742062372818863,37.2037203720372,-0.31910632520084037
-0.37781324791903015,37.303730373037304,-0.3194216004571244
-0.37820481522324134,37.403740374037405,-0.31973595972226343
-0.3785953307677504,37.503750375037505,-0.32004940757246114
-0.37898479964358756,37.6037603760376,-0.3203619485516116
-0.3793732269062131,37.7037703770377,-0.32067358717159256
-0.37976061757584223,37.8037803780378,-0.3209843279125584
-0.3801469766377663,37.9037903790379,-0.3212941752232291
-0.38053230904267066,38.003800380038,-0.32160313352117553
-0.3809166197069478,38.1038103810381,-0.3219112071931014
-0.3812999135130083,38.2038203820382,-0.32221840059512263
-0.381682195309588,38.3038303830383,-0.3225247180530443
-0.382063469912051,38.4038403840384,-0.3228301638626322
-0.3824437421026903,38.503850385038504,-0.32313474228988426
-0.3828230166310239,38.603860386038605,-0.3234384575712964
-0.3832012982140893,38.7038703870387,-0.32374131391412764
-0.383578591536733,38.8038803880388,-0.3240433154966602
-0.3839549012518979,38.9038903890389,-0.32434446646845894
-0.3843302319809071,39.003900390039,-0.32464477095062616
-0.3847045883137442,39.1039103910391,-0.3249442330360539
-0.38507797480933237,39.2039203920392,-0.3252428567896751
-0.3854503959958073,39.3039303930393,-0.3255406462487094
-0.38582185637079003,39.4039403940394,-0.3258376054229086
-0.38619236040165505,39.5039503950395,-0.3261337382947984
-0.3865619125257965,39.603960396039604,-0.3264290488199173
-0.38693051715089066,39.703970397039704,-0.3267235409270537
-0.3872981786551559,39.803980398039805,-0.3270172185184793
-0.38766490138761067,39.9039903990399,-0.3273100854701819
-0.38803068966832666,40.00400040004,-0.3276021456320929
-0.3883955477886819,40.1040104010401,-0.3278934028283159
-0.38875948001160887,40.2040204020402,-0.3281838608573492
-0.3891224905718409,40.3040304030403,-0.3284735234923084
-0.389484583676156,40.4040404040404,-0.32876239448114575
-0.3898457635036183,40.5040504050405,-0.32905047754686834
-0.3902060342058158,40.6040604060406,-0.3293377763877505
-0.39056539990709693,40.7040704070407,-0.32962429467754895
-0.3909238647048042,40.804080408040804,-0.329910036065712
-0.39128143266950466,40.904090409040904,-0.33019500417758707
-0.3916381078452186,41.004100410041005,-0.33047920261462793
-0.3919938942496457,41.1041104110411,-0.3307626349545977
-0.3923487958743894,41.2041204120412,-0.3310453047517704
-0.3927028166851776,41.3041304130413,-0.33132721553713085
-0.3930559606220817,41.4041404140414,-0.33160837081857186
-0.39340823159973437,41.5041504150415,-0.33188877408108974
-0.39375963350754317,41.6041604160416,-0.3321684287869783
-0.394110170209903,41.7041704170417,-0.33244733837601825
-0.39445984554640656,41.8041804180418,-0.3327255062656689
-0.394808663332052,41.9041904190419,-0.33300293585125407
-0.39515662735744883,42.004200420042004,-0.3332796305061482
-0.3955037413890219,42.104210421042104,-0.3335555935819601
-0.39585000916921187,42.204220422042205,-0.3338308284087136
-0.39619543441667593,42.3042304230423,-0.33410533829502875
-0.39654002082648476,42.4042404240424,-0.33437912652829904
-0.39688377207031766,42.5042504250425,-0.33465219637486754
-0.39722669179665626,42.6042604260426,-0.3349245510802018
-0.3975687836309757,42.7042704270427,-0.3351961938690653
-0.3979100511759347,42.8042804280428,-0.3354671279456901
-0.3982504980115623,42.9042904290429,-0.33573735649394465
-0.3985901276954442,43.004300430043,-0.33600688267750123
-0.3989289437629061,43.1043104310431,-0.3362757096400022
-0.3992669497271957,43.204320432043204,-0.3365438405052237
-0.399604149079663,43.304330433043305,-0.33681127837723845
-0.3999405452899385,43.404340434043405,-0.33707802634057604
-0.40027614180610926,43.5043504350435,-0.3373440874603826
-0.4006109420548939,43.6043604360436,-0.33760946478257725
-0.40094494944181613,43.7043704370437,-0.33787416133401016
-0.40127816735137467,43.8043804380438,-0.33813818012261476
-0.4016105991472143,43.9043904390439,-0.3384015241375625
-0.4019422481722924,44.004400440044,-0.338664196349413
-0.4022731177490455,44.1044104410441,-0.33892619971026405
-0.40260321117955444,44.2044204420442,-0.33918753715390104
-0.4029325317457063,44.3044304430443,-0.33944821159594263
-0.40326108270935634,44.404440444044404,-0.3397082259339874
-0.40358886731248766,44.504450445044505,-0.33996758304775676
-0.4039158887773686,44.604460446044605,-0.34022628579923886
-0.4042421503067103,44.7044704470447,-0.34048433703282854
-0.4045676550838211,44.8044804480448,-0.3407417395754684
-0.40489240627276013,44.9044904490449,-0.3409984962367866
-0.40521640701849004,45.004500450045,-0.3412546098092345
-0.40553966044702583,45.1045104510451,-0.34151008306822184
-0.40586216966558586,45.2045204520452,-0.34176491877225157
-0.4061839377627384,45.3045304530453,-0.34201911966305387
-0.40650496780854806,45.4045404540454,-0.34227268846571646
-0.40682526285472054,45.504550455045504,-0.34252562788881713
-0.4071448259347459,45.604560456045604,-0.342777940624551
-0.4074636600640408,45.704570457045705,-0.34302962934886083
-0.40778176824008894,45.804580458045805,-0.34328069672156214
-0.40809915344258063,45.9045904590459,-0.34353114538647056
-0.40841581863355036,46.004600460046,-0.34378097797152474
-0.40873176675751355,46.1046104610461,-0.3440301970889106
-0.40904700074160205,46.2046204620462,-0.3442788053351836
-0.409361523495698,46.3046304630463,-0.34452680529138924
-0.4096753379125665,46.4046404640464,-0.34477419952318267
-0.4099884468679875,46.5046504650465,-0.3450209905809484
-0.4103008532208855,46.6046604660466,-0.3452671809999165
-0.4106125598134591,46.704670467046704,-0.3455127733002805
-0.41092356947130837,46.804680468046804,-0.3457577699873119
-0.4112338850035617,46.904690469046905,-0.3460021735514738
-0.4115435092030014,47.004700470047005,-0.3462459864685361
-0.4118524448461871,47.1047104710471,-0.34648921119968545
-0.4121606946935801,47.2047204720472,-0.346731850191638
-0.41246826148966387,47.3047304730473,-0.3469739058767485
-0.4127751479630659,47.4047404740474,-0.3472153806731193
-0.4130813568266768,47.5047504750475,-0.34745627698470904
-0.41338689077776947,47.6047604760476,-0.34769659720143975
-0.4136917524981152,47.7047704770477,-0.34793634369930104
-0.4139959446541015,47.8047804780478,-0.34817551884045783
-0.41429946989684663,47.904790479047904,-0.34841412497335233
-0.4146023308623137,48.004800480048004,-0.34865216443280833
-0.41490453017142426,48.104810481048105,-0.3488896395401325
-0.41520607043016977,48.204820482048206,-0.349126552603216
-0.4155069542297234,48.3048304830483,-0.3493629059166352
-0.4158071841465498,48.4048404840484,-0.34959870176175
-0.4161067627425137,48.5048504850485,-0.34983394240680343
-0.4164056925649886,48.6048604860486,-0.35006863010701805
-0.41670397614696364,48.7048704870487,-0.3503027671046942
-0.4170016160071496,48.8048804880488,-0.35053635562930385
-0.4172986146500838,48.9048904890489,-0.35076939789758677
-0.41759497456623484,49.004900490049,-0.3510018961136444
-0.417890698232105,49.104910491049104,-0.3512338524690325
-0.4181857881103336,49.204920492049204,-0.3514652691428545
-0.41848024664979744,49.304930493049305,-0.35169614830185203
-0.4187740762857117,49.404940494049406,-0.3519264921004962
-0.41906727943972943,49.5049504950495,-0.35215630268107756
-0.4193598585200399,49.6049604960496,-0.3523855821737941
-0.4196518159214667,49.7049704970497,-0.35261433269684095
-0.4199431540255649,49.8049804980498,-0.3528425563564975
-0.4202338752007163,49.9049904990499,-0.35307025524721347
