zero_mse
6.498440903272306e-05
3.3746402151250016e-05
2.7975544054901884e-05
7.89272304254398e-05
1.746387018315028e-05
8.252923694812465e-06
0.0
2.40547739536036e-05
1.605202557891471e-05
0.0
5.477868532240664e-05
0.00018200198711955918
6.32840347162135e-06
6.716477223302436e-05
2.441586012601972e-05
3.997964179643593e-05
4.832049036030161e-05
9.227494470908754e-06
3.097215667500161e-05
1.5983311345382695e-05
0.00010758363968855696
8.323276406860617e-05
9.53715838888674e-06
4.343028475859276e-05
5.498794370921527e-05
1.433184201616171e-05
0.0
0.0
3.240090563635326e-05
7.704426996903015e-05
0.00022092016603593082
0.0
3.254624903183571e-06
0.0001306867580254664
0.0
6.554346898745756e-05
1.8701995108442522e-05
7.803250661136431e-05
8.728273714720838e-05
6.375108577341926e-06
1.7811104690278374e-05
0.0
0.00012209385258078322
0.00013015462700905722
2.5475752644519184e-06
0.00010201717908252193
7.572307622141715e-05
3.293194536647541e-05
2.7986653830310825e-05
1.1393369085495071e-05
2.075723409646397e-05
6.634730867287301e-05
0.000257160949585521
0.0
3.63290303474347e-05
2.9916062875467186e-06
4.588580295365035e-06
3.278724519460607e-05
2.153067380715278e-05
8.038563492546763e-05
4.317813486391917e-06
7.670609631593634e-05
8.573470366670153e-06
2.8926999582671335e-05
5.528653542487092e-05
0.00015644046249094226
0.0
0.0
2.6825446466116574e-05
0.0
4.607566842847224e-06
0.0
0.0
8.134853767119212e-05
0.00015110480936848057
3.834472511685311e-05
9.531350942152086e-06
7.602998530071482e-05
3.3053040915091665e-05
0.0
1.362326332039303e-05
0.0001330396758026949
1.2902197032089792e-05
7.514811777306109e-05
6.815277066094034e-05
0.00023044080795924296
0.0
5.3864800135162944e-05
1.4508067874767216e-05
2.0728416175676856e-05
0.00016190163602600407
5.135036301999222e-06
0.00012856125227637263
7.413821759717028e-05
1.7718986585931926e-06
5.000474717580899e-05
0.0
1.547690385256437e-05
2.312277861072135e-06
3.5080897013168116e-06
2.418756466382843e-05
5.5054509215744046e-05
5.529733098903293e-05
1.9722116763309035e-05
0.00011819701829814385
4.5512108720000444e-05
0.00013958224206454264
5.5071897067670006e-05
2.0981722137674245e-05
4.03933432643428e-06
0.0
3.226040624304806e-05
1.2678242386806969e-05
2.2830848645525405e-05
0.0
0.0
1.4110366055728288e-05
5.547289059237583e-05
7.071945632795735e-05
7.168613575387833e-05
9.733243782390663e-05
2.2201560307627972e-05
4.460109048649692e-05
9.51408430764331e-05
9.430856511057293e-05
5.604976302464404e-05
0.00015272755548339186
0.0
0.0002252252027018307
1.5458730928709875e-05
